"tick","active_firms","total_revenue","mean_revenue","median_revenue","sd_revenue","cv_revenue","zero_revenue_share","sold_out_share","total_unsold_output","total_profit","loss_firm_share","revenue_gini"
1549,357,114031.450397198,319.415827443132,240.60996863972,290.379725395188,0.909096232705896,0.0420168067226891,0.560224089635855,2922,-282663738331.885,0.857142857142857,0.464508887944829
1550,359,114450.72817739,318.804256761533,238.310985059722,279.611633122099,0.877063675254656,0.0362116991643454,0.593314763231198,2960,-291143493509.863,0.84958217270195,0.453717245771927
1551,356,116071.343277473,326.043099094026,242.317482806253,284.585743953841,0.872847009320601,0.0224719101123595,0.578651685393259,2899,-299877655398.611,0.856741573033708,0.447899683795465
1552,354,114727.924276397,324.090181571742,249.185769160403,294.250022817202,0.907926372191149,0.0225988700564972,0.587570621468926,2907,-308873868203.787,0.870056497175141,0.455461633883533
1553,355,114427.744806639,322.331675511659,243.924152909264,296.013355217976,0.918350189282806,0.0394366197183099,0.585915492957747,2875,-318139985609.518,0.861971830985915,0.459962463223269
1554,355,114434.210534821,322.349888830481,236.365361983723,300.193217523306,0.931265149842112,0.0309859154929577,0.574647887323944,2943,-327684100173.741,0.861971830985915,0.471526037108689
1555,355,113122.802522894,318.65578175463,233.270642222811,296.033867410421,0.929008304134181,0.0309859154929577,0.566197183098592,2951,-337514542125.823,0.864788732394366,0.469200728650363
1556,354,113602.228517363,320.910250049049,244.420115784808,287.216366113837,0.895005273499174,0.0169491525423729,0.570621468926554,2969,-347630982184.091,0.858757062146893,0.452441197827045
1557,356,113328.581368307,318.338711708729,243.889387496775,265.336923058483,0.833505047608721,0.0224719101123595,0.578651685393259,2990,-358052264666.705,0.867977528089888,0.428160581558685
1558,356,114161.552518215,320.678518309594,242.021588389051,287.305874057672,0.895931151148383,0.0365168539325843,0.564606741573034,3016,-368787325870.709,0.859550561797753,0.45269725281972
1559,359,112926.048839452,314.55723910711,237.72216435915,270.235494414327,0.859097998130349,0.0278551532033426,0.557103064066853,3085,-379845413151.698,0.866295264623955,0.444553222736355
1560,359,112745.37452205,314.053968027994,236.06745760025,288.865257097758,0.919794960438167,0.0362116991643454,0.554317548746518,3088,-391236072641.454,0.852367688022284,0.462820471364703
1561,357,110630.542847697,309.889475763858,223.747971568743,278.358149474319,0.898249767237767,0.030812324929972,0.560224089635854,3205,-402910937412.038,0.840336134453782,0.456748279410165
1562,358,110544.163092035,308.782578469371,235.636203761352,264.14301746683,0.855433680151845,0.0335195530726257,0.564245810055866,3231,-414945380550.164,0.85195530726257,0.4441962408542
