"tick","lot_id","x","y","residential_units","commercial_units","occupied_residential","occupied_commercial","vacant_residential","vacant_commercial","residential_rent","commercial_rent","dist_geometric_center","dist_res_occupancy_centroid","dist_com_occupancy_centroid","total_units","total_occupied","commercial_vacancy_rate","residential_vacancy_rate","distance_bin"
250,1171,11,30,4,2,4,1,0,1,7.96660262313449,4.44382650311735,19,17.0405539070228,16.0580912863071,6,5,0.5,0,15
250,463,23,12,1,2,0,1,1,1,11.5500654114581,4.38211935388544,11,12.9594460929772,13.9419087136929,3,1,0.5,1,10
250,222,22,6,4,1,4,0,0,1,1.65536449021402,4.09592173331236,16,17.9594460929772,18.9419087136929,5,4,1,0,15
250,1585,25,40,1,2,0,1,1,1,1.06274591306132,3.52212836827469,24,22.6106165512694,21.0207468879668,3,1,0.5,1,20
250,930,10,24,4,2,3,1,1,1,8.31516057880706,3.25646911220279,14,12.0405539070228,11.0580912863071,6,4,0.5,0.25,10
250,209,9,6,4,2,1,1,3,1,1,2.20882475052636,26,27.3893834487306,28.9792531120332,6,2,0.5,0.75,25
250,974,14,25,1,2,1,1,0,1,9.7425067259926,1.9447932343791,11,9.04055390702275,8.05809128630706,3,2,0.5,0,10
250,1065,25,27,4,2,4,1,0,1,9.9026056167707,1.76024504102279,11,9.61061655126937,8.0207468879668,6,5,0.5,0,10
250,540,20,14,2,2,1,1,1,1,10.2583482408362,1.70773403231008,7,8.38938344873063,9.9792531120332,4,2,0.5,0.5,5
250,582,22,15,1,3,1,2,0,1,14.659540341007,1.46006702720456,7,8.95944609297725,9.94190871369294,4,3,0.333333333333333,0,5
250,620,20,16,3,2,3,1,0,1,9.71972301294062,1.45474593656205,5,6.38938344873063,7.9792531120332,5,4,0.5,0,5
250,735,15,19,2,2,1,1,1,1,9.29693193120021,1.16155701124161,7,8.38938344873063,9.9792531120332,4,2,0.5,0.5,5
250,623,23,16,4,2,4,1,0,1,8.96058644682467,1.13586954754821,7,8.95944609297725,9.94190871369294,6,5,0.5,0,5
250,823,23,21,3,4,3,3,0,1,10.9894310301426,1.02317735865704,3,3.95944609297725,4.94190871369294,7,6,0.25,0,0
250,786,26,20,2,2,2,1,0,1,11.0705246719799,1.01238973794712,6,7.95944609297725,8.94190871369294,4,3,0.5,0,5
250,1,1,1,3,1,0,0,3,1,1,1,39,40.3893834487306,41.9792531120332,4,0,1,1,35
250,2,2,1,1,1,0,0,1,1,1,1,38,39.3893834487306,40.9792531120332,2,0,1,1,35
250,3,3,1,1,1,0,0,1,1,1,1,37,38.3893834487306,39.9792531120332,2,0,1,1,35
250,4,4,1,3,2,0,1,3,1,1,1,36,37.3893834487306,38.9792531120332,5,1,0.5,1,35
250,5,5,1,2,1,0,0,2,1,1,1,35,36.3893834487306,37.9792531120332,3,0,1,1,35
250,6,6,1,1,1,0,0,1,1,1,1,34,35.3893834487306,36.9792531120332,2,0,1,1,30
250,7,7,1,2,1,0,0,2,1,1,1,33,34.3893834487306,35.9792531120332,3,0,1,1,30
250,8,8,1,2,1,0,0,2,1,1,1,32,33.3893834487306,34.9792531120332,3,0,1,1,30
250,9,9,1,2,1,1,0,1,1,1,1,31,32.3893834487306,33.9792531120332,3,1,1,0.5,30
250,10,10,1,2,1,0,0,2,1,1,1,30,31.3893834487306,32.9792531120332,3,0,1,1,30
