"tick","lot_id","x","y","residential_units","commercial_units","occupied_residential","occupied_commercial","vacant_residential","vacant_commercial","residential_rent","commercial_rent","dist_geometric_center","dist_res_occupancy_centroid","dist_com_occupancy_centroid","total_units","total_occupied","commercial_vacancy_rate","residential_vacancy_rate","distance_bin"
5000,1107,27,28,43,25,43,24,0,1,2.19725219254497,29.2661154453353,14,10.8081991215227,10.8411670547148,68,67,0.04,0,10
5000,930,10,24,35,28,35,27,0,1,7.77162319583597,27.6309169043377,14,10.1918008784773,10.1588329452852,63,62,0.0357142857142857,0,10
5000,1095,15,28,29,24,28,23,1,1,11.3841139475535,26.3274471964312,13,4.88305270863836,4.88336728754365,53,51,0.0416666666666667,0.0344827586206897,10
5000,1104,24,28,44,28,44,27,0,1,9.88299621897193,23.0228129042909,11,7.80819912152269,7.84116705471478,72,71,0.0357142857142857,0,10
5000,988,28,25,26,25,25,24,1,1,1.015771701025,20.9596969776472,12,11.1169472913616,11.1166327124563,51,49,0.04,0.0384615384615385,10
5000,1106,26,28,31,22,31,21,0,1,9.63926528864007,19.8006617820681,13,9.80819912152269,9.84116705471478,53,52,0.0454545454545455,0,10
5000,1133,13,29,24,18,23,17,1,1,10.1031274170187,17.4009848364245,16,7.88305270863836,7.88336728754365,42,40,0.0555555555555556,0.0416666666666667,15
5000,1016,16,26,32,27,32,26,0,1,10.4540848958207,15.9450424806881,10,2.19180087847731,2.15883294528522,59,58,0.037037037037037,0,10
5000,1295,15,33,38,31,37,30,1,1,8.96138948719624,15.8784320003534,18,9.88305270863836,9.88336728754365,69,67,0.032258064516129,0.0263157894736842,15
5000,657,17,17,22,29,17,28,5,1,1,14.6831341822157,7,10.1918008784773,10.1588329452852,51,45,0.0344827586206897,0.227272727272727,5
5000,1102,22,28,35,20,35,19,0,1,10.1515627860187,13.6381797379965,9,5.80819912152269,5.84116705471478,55,54,0.05,0,5
5000,1264,24,32,29,25,27,24,2,1,7.52930502231282,13.4449464428497,15,11.8081991215227,11.8411670547148,54,51,0.04,0.0689655172413793,15
5000,948,28,24,23,27,23,26,0,1,1.18680751491237,13.4245913789757,11,12.1169472913616,12.1166327124563,50,49,0.037037037037037,0,10
5000,973,13,25,44,27,44,26,0,1,10.0067144451428,13.2687730539419,12,6.19180087847731,6.15883294528522,71,70,0.037037037037037,0,10
5000,784,24,20,28,28,28,27,0,1,2.78222658845163,12.3288986530656,4,12.1169472913616,12.1166327124563,56,55,0.0357142857142857,0,0
5000,1334,14,34,43,25,43,24,0,1,1.43072670882816,11.5189116010185,20,11.8830527086384,11.8833672875437,68,67,0.04,0,20
5000,936,16,24,30,26,30,24,0,2,9.86125060445884,11.2696441562305,8,4.19180087847731,4.15883294528522,56,54,0.0769230769230769,0,5
5000,1136,16,29,37,39,35,37,2,2,11.057970041199,11.2403948312226,13,4.88305270863836,4.88336728754365,76,72,0.0512820512820513,0.0540540540540541,10
5000,1417,17,36,31,31,15,30,16,1,1,11.169381531423,19,10.8830527086384,10.8833672875437,62,45,0.032258064516129,0.516129032258065,15
5000,977,17,25,26,26,26,25,0,1,9.60719930551964,11.1669748964392,8,2.19180087847731,2.15883294528522,52,51,0.0384615384615385,0,5
5000,1146,26,29,38,27,38,25,0,2,8.61851936685339,11.0673692997563,14,10.8081991215227,10.8411670547148,65,63,0.0740740740740741,0,10
5000,1292,12,33,32,26,32,25,0,1,1.0609,11.0474044650176,21,12.8830527086384,12.8833672875437,58,57,0.0384615384615385,0,20
5000,1026,26,26,19,33,19,32,0,1,9.92626788645115,9.89718410551079,11,8.11694729136164,8.11663271245635,52,51,0.0303030303030303,0,10
5000,1065,25,27,31,32,31,31,0,1,10.0783150034697,9.5768478652047,11,7.80819912152269,7.84116705471478,63,62,0.03125,0,10
5000,1172,12,30,38,33,34,30,4,3,9.08103405435862,9.23265131382902,18,9.88305270863836,9.88336728754365,71,64,0.0909090909090909,0.105263157894737,15
