"distance_bin","residential_rent","commercial_rent","occupied_residential","occupied_commercial","residential_vacancy_rate","commercial_vacancy_rate","n_lots"
0,7.29430681101513,1.84568812763777,2.63888888888889,1.66666666666667,0.19537037037037,0.0324074074074074,40
5,7.3213709578551,1.92403358715584,2.41269841269841,1.67460317460317,0.225207860922147,0.0152116402116402,140
10,7.42827531397244,1.92480674764608,2.53301886792453,1.61792452830189,0.184748427672956,0.060062893081761,240
15,6.92294074111524,1.63041401059513,2.62730627306273,1.33948339483395,0.179924442101564,0.165436654366544,340
20,5.86442166316259,1.38702713312986,2.75746268656716,0.798507462686567,0.181623134328358,0.406716417910448,360
25,5.02321192696916,1.17862601274815,2.53846153846154,0.483516483516483,0.189102564102564,0.61996336996337,260
30,3.45555720678323,1.13266005780126,2.57627118644068,0.288135593220339,0.185946327683616,0.765536723163842,160
35,1.94586591736149,1.00260113888889,1.93333333333333,0.133333333333333,0.294814814814815,0.888888888888889,60
