"tick","lot_id","x","y","residential_units","commercial_units","occupied_residential","occupied_commercial","vacant_residential","vacant_commercial","residential_rent","commercial_rent","dist_geometric_center","dist_res_occupancy_centroid","dist_com_occupancy_centroid","total_units","total_occupied","commercial_vacancy_rate","residential_vacancy_rate","distance_bin"
5000,860,20,22,33,32,33,31,0,1,11.2857222956992,69.9382197495684,2,3.82331065759637,3.85515531372684,65,64,0.03125,0,0
5000,893,13,23,35,25,35,24,0,1,11.8818097477105,56.1866817729233,10,5.95174603174603,6.28080446311729,60,59,0.04,0,10
5000,1053,13,27,40,21,40,20,0,1,10.7941862410181,40.4263855760873,14,9.95174603174603,10.2808044631173,61,60,0.0476190476190476,0,10
5000,541,21,14,26,29,26,28,0,1,10.7210747799581,39.3829541610189,7,11.048253968254,10.7191955368827,55,54,0.0344827586206897,0,5
5000,657,17,17,30,21,30,20,0,1,12.2825410412395,38.927007805062,7,4.17668934240363,4.14484468627316,51,50,0.0476190476190476,0,5
5000,899,19,23,30,28,29,25,1,3,10.8707425358081,37.799626398392,4,3.82331065759637,3.85515531372684,58,54,0.107142857142857,0.0333333333333333,0
5000,862,22,22,34,28,34,27,0,1,10.9091491420892,37.6599543492924,3,5.82331065759637,5.85515531372684,62,61,0.0357142857142857,0,0
5000,855,15,22,41,24,41,23,0,1,12.743575773269,36.5742942953683,7,2.95174603174603,3.28080446311729,65,64,0.0416666666666667,0,5
5000,744,24,19,24,25,21,24,3,1,8.6772820067917,34.2285820324787,5,9.04825396825397,8.71919553688271,49,45,0.04,0.125,5
5000,819,19,21,44,29,43,28,1,1,11.5027659562048,33.5061549569973,2,2.04825396825397,1.85515531372684,73,71,0.0344827586206897,0.0227272727272727,0
5000,534,14,14,29,23,28,22,1,1,10.5066781377318,28.8928662426241,13,10.1766893424036,10.1448446862732,52,50,0.0434782608695652,0.0344827586206897,10
5000,1131,11,29,20,26,17,25,3,1,1,27.0485494955065,18,13.951746031746,14.2808044631173,46,42,0.0384615384615385,0.15,15
5000,575,15,15,32,22,32,21,0,1,11.7654264729896,26.0525297058037,11,8.17668934240363,8.14484468627316,54,53,0.0454545454545455,0,10
5000,774,14,20,28,37,28,36,0,1,11.5289201044033,25.3864929501324,7,4.17668934240363,4.14484468627316,65,64,0.027027027027027,0,5
5000,1137,17,29,29,28,27,27,2,1,9.87693759633261,24.1534816742839,12,7.95174603174603,8.28080446311729,57,54,0.0357142857142857,0.0689655172413793,10
5000,779,19,20,28,26,28,25,0,1,11.9831743056154,22.6612159944593,2,3.04825396825397,2.71919553688271,54,53,0.0384615384615385,0,0
5000,816,16,21,23,27,22,25,1,2,12.5131909141816,22.0889490235807,5,1.17668934240363,1.28080446311729,50,47,0.0740740740740741,0.0434782608695652,5
5000,659,19,17,36,28,34,26,2,2,11.51695764853,20.5426477149013,5,6.04825396825397,5.71919553688271,64,60,0.0714285714285714,0.0555555555555556,5
5000,576,16,15,33,31,30,30,3,1,11.8601899123728,20.1746087113814,10,7.17668934240363,7.14484468627316,64,60,0.032258064516129,0.0909090909090909,10
5000,974,14,25,45,24,45,23,0,1,11.4807918458757,19.5289486547067,11,6.95174603174603,7.28080446311729,69,68,0.0416666666666667,0,10
5000,1094,14,28,40,27,40,26,0,1,10.5859323981597,19.3865667990975,14,9.95174603174603,10.2808044631173,67,66,0.037037037037037,0,10
5000,890,10,23,34,29,34,27,0,2,8.66882196159327,18.667276195868,13,8.95174603174603,9.28080446311729,63,61,0.0689655172413793,0,10
5000,1020,20,26,31,27,28,26,3,1,11.2231837527452,18.4908581387543,6,7.82331065759637,7.85515531372684,58,54,0.037037037037037,0.0967741935483871,5
5000,736,16,19,34,37,34,35,0,2,12.2220875262927,18.4838619021113,6,3.17668934240363,3.14484468627316,71,69,0.0540540540540541,0,5
5000,945,25,24,28,30,28,29,0,1,9.34478830897668,17.6115976343244,8,10.8233106575964,10.8551553137268,58,57,0.0333333333333333,0,5
