metric,value
pop_slope_pre,-0.003759956598398129
pop_slope_post,-0.007439216073568616
sales_slope_pre,-0.005335702293427936
sales_slope_post,-0.006482912851316494
firms_slope_pre,-2.6113441044468935e-06
firms_slope_post,-0.00010827154033086079
