productivity,io_density,entry_rate,found_prob,seed,firms_500,emp_rate_500,com_vac_500,com_rent_500,pop_500,firms_1000,emp_rate_1000,com_vac_1000,com_rent_1000,pop_1000,feasible
9.0,0.8,2.0,0.01,12,88,0.2663427561837456,0.785181236673774,2.622528158414702,2264,126,0.3062297734627832,0.727979274611399,1.979364329796599,2472,true
4.0,0.2,4.0,0.01,12,156,0.3724696356275304,0.483741469289442,3.154472109856008,3458,100,0.40170212765957447,0.5170225043277553,1.9361103215561497,2350,true
5.5,0.2,4.0,0.01,12,174,0.37242977121343757,0.5091295116772824,3.223746701415769,3453,104,0.4155945419103314,0.4839357429718876,2.094717382521821,2565,true
7.0,0.2,4.0,0.01,12,158,0.35267034990791896,0.5389638659120592,3.2416105814510807,3258,105,0.39435450394354504,0.5099218280216476,2.1069071053996913,2409,true
9.0,0.2,4.0,0.01,12,136,0.31712962962962965,0.6122258516098926,2.8952485455058006,3024,86,0.36897923110914715,0.5584677419354839,2.1586528848921667,2263,true
4.0,0.4,4.0,0.01,12,156,0.3724696356275304,0.483741469289442,3.154472109856008,3458,100,0.40170212765957447,0.5170225043277553,1.9361103215561497,2350,true
5.5,0.4,4.0,0.01,12,174,0.37242977121343757,0.5091295116772824,3.223746701415769,3453,104,0.4155945419103314,0.4839357429718876,2.094717382521821,2565,true
7.0,0.4,4.0,0.01,12,158,0.35267034990791896,0.5389638659120592,3.2416105814510807,3258,105,0.39435450394354504,0.5099218280216476,2.1069071053996913,2409,true
9.0,0.4,4.0,0.01,12,136,0.31712962962962965,0.6122258516098926,2.8952485455058006,3024,86,0.36897923110914715,0.5584677419354839,2.1586528848921667,2263,true
4.0,0.6,4.0,0.01,12,276,0.3094972067039106,0.5520833333333334,2.462261125287729,3580,230,0.25368454060834117,0.6078938854739566,1.8693021403164118,3189,true
5.5,0.6,4.0,0.01,12,197,0.29043088975937326,0.6030881017257039,2.7714977794513156,3574,219,0.24296381390005745,0.5943593314763231,2.3273554726477474,3482,true
7.0,0.6,4.0,0.01,12,165,0.32101684895063554,0.6250580046403712,2.9094118213457443,3383,211,0.25194109772423023,0.594448449891853,2.54666481399496,3735,true
9.0,0.6,4.0,0.01,12,189,0.30449251247920134,0.6466535433070866,3.036470843781517,3606,219,0.27121067683508104,0.5860517435320585,3.1210795263356577,4196,true
