productivity,initial_hire,solo_found_prob,goods_tc,bid_share,grid_min_res_occ,sold_out_premium,pop_growth,mean_emp,grid_expanded,firm_growth,score
7.61,5,0.005334,0.08166,0.0646,0.7741,0.5163,0.733,0.632,false,false,1.813
3.5067,6,0.014254,0.18259,0.1412,0.5893,0.7705,1.393,0.498,false,false,2.041
3.9786,7,0.007967,0.18058,0.0843,0.649,0.9475,1.018,0.563,false,false,1.889
5.7244,4,0.019357,0.03466,0.1954,0.8842,0.6665,0.614,0.623,false,true,2.707
5.1623,3,0.023875,0.14584,0.0756,0.8472,0.9735,0.868,0.682,false,false,2.016
3.5236,6,0.004324,0.03338,0.1211,0.5577,0.8724,1.146,0.641,false,false,2.141
6.1538,7,0.014482,0.07139,0.1199,0.8271,0.8614,0.799,0.659,false,false,1.918
4.9142,4,0.003111,0.1274,0.163,0.7537,0.6318,0.597,0.664,false,false,1.777
4.4804,7,0.005204,0.02866,0.1391,0.8766,0.8204,1.757,0.554,false,false,2.426
3.9589,6,0.003642,0.02798,0.0632,0.661,0.9004,1.047,0.618,false,false,2.021
4.769,7,0.01748,0.05156,0.1065,0.7548,0.6887,1.524,0.596,false,false,2.335
7.0062,7,0.006433,0.07975,0.062,0.7056,0.9615,1.571,0.599,false,true,3.376
4.3877,4,0.0147,0.02086,0.1359,0.6274,0.5891,1.347,0.703,false,true,3.416
3.145,6,0.008914,0.17178,0.051,0.7485,0.7665,1.4,0.59,false,false,2.23
5.6052,3,0.003991,0.08651,0.127,0.7783,0.3772,0.841,0.623,false,false,1.876
4.4518,6,0.011247,0.02787,0.1905,0.6932,0.5953,1.18,0.673,false,true,3.232
6.5028,5,0.012263,0.04302,0.1797,0.5947,0.7372,1.428,0.689,false,true,3.448
7.2742,8,0.005466,0.02993,0.0954,0.8826,0.2828,0.888,0.704,false,true,3.074
3.7217,4,0.005866,0.07454,0.1613,0.5085,0.3663,1.145,0.577,false,false,2.012
5.7161,6,0.017249,0.11148,0.1898,0.8703,0.7152,1.04,0.599,false,true,2.978
5.006,8,0.017619,0.0593,0.0827,0.7408,0.4759,1.259,0.699,false,false,2.343
3.595,3,0.019537,0.03229,0.082,0.6786,0.2752,0.828,0.697,false,false,2.016
6.5271,4,0.00649,0.09042,0.1091,0.749,0.9029,1.272,0.616,false,true,3.185
3.5291,4,0.003591,0.0403,0.081,0.5189,0.5161,1.063,0.648,false,false,2.092
3.8568,8,0.0055,0.05172,0.1087,0.637,0.3136,1.537,0.627,false,true,3.406
5.9293,6,0.016403,0.08149,0.1742,0.8228,0.2288,0.87,0.59,false,false,1.833
3.662,4,0.005101,0.0217,0.0927,0.5232,0.4719,0.902,0.628,false,false,1.933
4.599,8,0.010207,0.07841,0.1163,0.8206,0.9402,0.804,0.654,false,true,2.911
6.3314,6,0.022379,0.05938,0.1881,0.7719,0.5586,1.77,0.687,false,true,3.701
6.369,5,0.009087,0.02627,0.115,0.8888,0.2619,0.713,0.68,false,false,1.895
4.5119,3,0.015207,0.05318,0.0854,0.836,0.5532,0.657,0.669,false,false,1.832
6.9076,3,0.025375,0.02643,0.156,0.8205,0.4209,1.353,0.629,false,false,2.273
7.7876,8,0.015128,0.07946,0.1345,0.5654,0.4414,1.233,0.682,false,true,3.289
5.6193,7,0.005159,0.04579,0.1218,0.7913,0.9716,1.544,0.644,false,true,3.445
7.9369,3,0.00486,0.14597,0.1637,0.8518,0.8625,0.441,0.706,false,false,1.743
4.3022,8,0.010866,0.0405,0.15,0.665,0.8956,1.079,0.525,false,false,1.86
7.7713,3,0.012264,0.02185,0.1121,0.553,0.6268,0.93,0.737,false,true,3.172
4.434,3,0.027643,0.05157,0.1631,0.5834,0.3192,0.664,0.619,false,false,1.736
4.6621,7,0.005113,0.17718,0.0624,0.5009,0.7028,1.306,0.734,false,true,3.448
7.2036,5,0.010858,0.10966,0.1055,0.6045,0.6691,0.975,0.669,false,false,2.07
7.9945,5,0.009416,0.02612,0.1266,0.6346,0.341,0.693,0.659,false,true,2.838
4.3864,3,0.029791,0.02051,0.1717,0.8705,0.9347,0.885,0.635,false,false,1.933
4.4895,4,0.00687,0.09457,0.069,0.6849,0.8198,0.7,0.623,false,false,1.771
5.0695,5,0.00467,0.07024,0.0709,0.5634,0.738,1.281,0.738,false,true,3.436
4.3858,3,0.003362,0.04173,0.18,0.6702,0.9296,0.796,0.765,false,true,3.126
5.2482,3,0.003314,0.16543,0.18,0.6883,0.5451,0.692,0.648,false,false,1.814
7.3283,4,0.022432,0.03454,0.102,0.8542,0.8649,0.697,0.695,false,true,2.912
3.1602,5,0.029911,0.17606,0.1326,0.7842,0.9832,1.003,0.564,false,false,1.881
6.3616,6,0.004272,0.18207,0.0998,0.6968,0.8614,1.629,0.61,false,true,3.441
3.8439,5,0.015247,0.07598,0.0807,0.694,0.2919,1.165,0.646,false,false,2.165
7.757,5,0.024641,0.11321,0.1179,0.6412,0.4949,1.306,0.563,false,true,3.104
3.1473,7,0.006733,0.04057,0.0906,0.8955,0.7837,0.972,0.627,false,true,2.983
5.2485,4,0.003743,0.06658,0.1582,0.5246,0.5129,1.083,0.691,false,false,2.194
3.3691,4,0.010737,0.11915,0.1971,0.5501,0.449,0.917,0.664,false,true,3.015
7.9826,8,0.008685,0.19454,0.0644,0.816,0.5906,1.075,0.64,false,true,3.086
7.5183,6,0.003903,0.03126,0.1356,0.5705,0.6751,0.411,0.665,false,true,2.638
3.8015,3,0.007152,0.04219,0.1146,0.8216,0.736,0.625,0.699,false,false,1.866
4.2634,8,0.004338,0.07251,0.0773,0.7316,0.827,0.833,0.611,false,false,1.847
7.1167,7,0.027849,0.03655,0.1555,0.8888,0.574,1.101,0.65,false,false,2.125
5.0192,6,0.024708,0.18537,0.1899,0.7682,0.4527,1.104,0.636,false,true,3.099
5.464,3,0.008972,0.11159,0.139,0.8951,0.5334,0.549,0.689,false,false,1.79
5.2903,7,0.003087,0.12074,0.0867,0.8073,0.435,2.04,0.645,false,true,3.821
4.4795,4,0.01607,0.02577,0.1814,0.8807,0.6118,1.661,0.635,false,false,2.515
6.3442,8,0.010256,0.02605,0.1061,0.6438,0.6717,0.911,0.703,false,true,3.09
5.9797,7,0.006451,0.08854,0.1102,0.587,0.5267,0.943,0.667,false,true,3.042
4.8027,4,0.014407,0.14052,0.1675,0.7134,0.7258,0.644,0.676,false,true,2.835
5.157,6,0.004492,0.05827,0.158,0.5374,0.3113,1.066,0.631,false,false,2.062
7.7133,4,0.017488,0.03709,0.1467,0.8933,0.9894,1.734,0.654,false,true,3.608
3.9162,7,0.029169,0.03425,0.0725,0.6151,0.2548,2.023,0.721,false,true,3.959
4.6195,6,0.008308,0.05374,0.1789,0.7584,0.6366,0.986,0.652,false,false,2.043
7.2271,7,0.017616,0.0316,0.085,0.5434,0.4885,0.63,0.61,false,true,2.693
4.3351,7,0.005507,0.02526,0.1392,0.5091,0.2953,1.549,0.692,false,true,3.546
5.9361,6,0.012087,0.06201,0.1527,0.5189,0.5652,1.164,0.698,false,true,3.27
5.8686,8,0.024865,0.10539,0.0582,0.5785,0.203,1.251,0.664,false,true,3.266
7.9159,7,0.003552,0.02115,0.1541,0.7771,0.6233,1.274,0.69,false,true,3.335
7.4668,3,0.007678,0.18064,0.1832,0.6553,0.8061,0.965,0.554,false,false,1.832
4.8857,8,0.007289,0.13223,0.1107,0.6175,0.2801,1.123,0.672,false,false,2.187
4.8673,8,0.006676,0.02743,0.1023,0.8131,0.2884,1.419,0.733,false,true,3.53
7.8669,6,0.003062,0.03477,0.1312,0.8732,0.4571,1.029,0.627,false,true,3.025
4.5683,6,0.005598,0.14605,0.0731,0.8496,0.4884,2.329,0.772,false,true,4.291
7.0061,5,0.007544,0.08679,0.1719,0.7369,0.3571,0.696,0.663,false,false,1.848
6.7528,3,0.029622,0.05477,0.0918,0.8303,0.4963,0.92,0.637,false,true,2.964
5.9764,3,0.013164,0.04351,0.1822,0.6001,0.5057,0.655,0.627,false,false,1.745
4.3927,6,0.003709,0.0459,0.118,0.5332,0.6448,1.186,0.694,false,false,2.278
5.182,4,0.02712,0.11779,0.0551,0.77,0.3482,1.233,0.689,false,true,3.302
7.5825,8,0.005825,0.03669,0.1429,0.6841,0.5452,1.27,0.699,false,false,2.352
3.6815,5,0.005656,0.02818,0.1787,0.6688,0.2592,1.112,0.662,false,false,2.157
5.9713,8,0.004527,0.0213,0.1214,0.5752,0.5263,1.35,0.643,false,false,2.298
5.8155,5,0.013635,0.11776,0.1708,0.8728,0.5093,1.018,0.748,false,true,3.259
7.3634,7,0.025,0.02141,0.0978,0.8447,0.9288,1.101,0.644,false,true,3.114
4.948,8,0.025567,0.02412,0.119,0.528,0.2151,1.184,0.75,false,true,3.387
3.392,4,0.003469,0.07607,0.1759,0.5016,0.382,0.944,0.605,false,false,1.919
6.178,6,0.020819,0.02321,0.1842,0.8241,0.6909,2.989,0.684,false,true,4.61
6.5752,6,0.003316,0.07771,0.1486,0.6793,0.2468,0.653,0.637,false,false,1.763
5.2864,7,0.010744,0.06609,0.1255,0.786,0.7324,1.28,0.603,false,true,3.166
7.7395,7,0.006145,0.10605,0.1298,0.7386,0.2174,1.199,0.645,false,true,3.188
6.7365,7,0.005237,0.04395,0.0813,0.839,0.799,2.567,0.556,false,true,4.037
3.1652,6,0.005907,0.02283,0.1506,0.6181,0.6742,1.35,0.448,false,false,1.909
6.1965,8,0.004532,0.03303,0.0855,0.8705,0.7646,2.281,0.593,false,true,3.897
6.08,3,0.023332,0.07155,0.1576,0.7688,0.9238,1.213,0.622,false,true,3.154
6.3141,5,0.021538,0.1245,0.0654,0.8853,0.2594,1.058,0.613,false,true,3.02
7.3546,3,0.006683,0.02687,0.1389,0.8575,0.2804,0.951,0.69,false,true,3.092
3.2069,6,0.004783,0.07234,0.0656,0.7803,0.6983,0.91,0.61,false,false,1.903
6.2575,7,0.02211,0.16716,0.1435,0.6598,0.7552,1.721,0.621,false,true,3.532
5.1839,3,0.003863,0.10405,0.0602,0.6374,0.453,0.549,0.694,false,true,2.799
6.9473,7,0.02331,0.07202,0.1451,0.8377,0.7866,1.285,0.634,false,true,3.231
5.3946,4,0.009131,0.07753,0.1556,0.545,0.7151,0.803,0.643,false,true,2.888
6.3732,6,0.028765,0.02468,0.0634,0.7934,0.6341,1.648,0.701,false,true,3.637
3.9499,8,0.011123,0.08698,0.1345,0.825,0.576,0.817,0.644,false,false,1.901
6.5485,7,0.004384,0.1047,0.0694,0.751,0.9496,1.086,0.672,false,true,3.158
5.0135,4,0.007434,0.04949,0.0842,0.5628,0.2888,0.891,0.619,false,false,1.907
3.5705,4,0.003344,0.07555,0.1375,0.6953,0.4633,0.956,0.668,false,false,2.053
5.0871,5,0.003003,0.14288,0.1823,0.6622,0.7911,0.998,0.63,false,false,2.009
4.2705,4,0.003406,0.02482,0.1586,0.7304,0.4617,1.302,0.685,false,false,2.347
4.0533,6,0.005853,0.05303,0.1676,0.8243,0.4986,1.179,0.643,false,true,3.17
5.5938,6,0.022331,0.04011,0.1871,0.5261,0.8685,1.461,0.667,false,true,3.429
6.7673,8,0.0257,0.10701,0.1271,0.7608,0.5276,1.311,0.698,false,true,3.38
3.2414,3,0.026935,0.19738,0.0579,0.6128,0.4517,1.828,0.619,false,false,2.609
4.7221,4,0.014644,0.02603,0.1262,0.5375,0.9991,1.105,0.617,false,false,2.064
7.5872,8,0.016853,0.02654,0.0779,0.6379,0.8817,2.159,0.674,false,true,3.968
3.2828,3,0.006989,0.04462,0.0606,0.686,0.5647,1.128,0.689,false,false,2.223
3.0079,3,0.010925,0.02412,0.1708,0.8647,0.6147,1.125,0.553,false,false,1.949
6.18,4,0.024801,0.0753,0.1114,0.5807,0.7388,0.706,0.665,false,true,2.859
5.9904,3,0.006266,0.10671,0.1432,0.6627,0.8978,1.095,0.649,false,false,2.121
5.5414,5,0.003596,0.1703,0.171,0.6768,0.2741,1.204,0.664,false,true,3.23
7.4202,4,0.006999,0.03024,0.0729,0.7248,0.342,1.131,0.646,false,false,2.14
3.6278,6,0.0051,0.11477,0.1056,0.7498,0.2989,1.318,0.618,false,false,2.225
4.0045,6,0.028456,0.0987,0.1963,0.6608,0.3217,1.116,0.707,false,false,2.251
4.5924,4,0.024919,0.05832,0.1791,0.5491,0.5387,1.606,0.651,false,true,3.507
4.709,8,0.024589,0.06141,0.1143,0.8028,0.4979,2.047,0.574,false,true,3.683
6.5405,7,0.026085,0.02493,0.1805,0.5344,0.2526,0.96,0.574,false,false,1.869
5.601,6,0.020055,0.0626,0.08,0.8829,0.4836,3.582,0.685,false,true,5.056
4.9192,7,0.018923,0.18961,0.1724,0.6979,0.6932,0.993,0.583,false,false,1.912
4.7126,5,0.015287,0.04742,0.1027,0.5752,0.4095,1.59,0.676,false,false,2.544
7.8745,8,0.008401,0.1276,0.1004,0.6834,0.8519,2.026,0.669,false,true,3.858
6.5957,6,0.009056,0.05201,0.081,0.646,0.6615,1.87,0.68,false,true,3.763
4.4887,3,0.012353,0.04544,0.107,0.6616,0.2211,0.897,0.596,false,false,1.865
7.5272,4,0.020235,0.05892,0.0773,0.6834,0.8768,1.735,0.552,false,true,3.405
7.2268,7,0.006627,0.07247,0.0978,0.5494,0.9264,0.67,0.635,false,false,1.773
4.9123,8,0.010402,0.0285,0.1859,0.8402,0.3688,1.081,0.586,false,true,2.983
5.8145,5,0.003003,0.07795,0.1093,0.6284,0.5472,0.943,0.683,false,false,2.074
4.6391,7,0.022769,0.13835,0.1125,0.7039,0.8465,1.121,0.628,false,true,3.096
6.7023,7,0.004475,0.03431,0.1656,0.5081,0.9035,0.692,0.628,false,false,1.774
7.8341,8,0.005907,0.19839,0.1568,0.74,0.399,1.388,0.625,false,true,3.291
3.141,6,0.023211,0.03125,0.1722,0.7616,0.342,1.034,0.637,false,false,2.049
4.694,8,0.005792,0.03152,0.1652,0.8701,0.6304,0.766,0.633,false,false,1.84
4.8248,6,0.021489,0.06449,0.1101,0.6677,0.8283,0.96,0.637,false,true,2.993
6.1154,6,0.01559,0.0342,0.1031,0.8623,0.7981,0.816,0.65,false,true,2.912
6.5752,4,0.004044,0.0508,0.0617,0.62,0.6749,0.938,0.65,false,true,3.005
7.1813,6,0.01263,0.04125,0.1031,0.6737,0.5696,1.254,0.649,false,true,3.239
6.8026,4,0.007016,0.12301,0.1523,0.7571,0.6231,0.812,0.576,false,false,1.761
4.232,5,0.028065,0.03253,0.183,0.5325,0.7546,1.468,0.592,false,true,3.285
5.3803,6,0.022891,0.19635,0.1968,0.693,0.3881,1.965,0.708,false,true,3.891
3.9334,7,0.012673,0.02912,0.1686,0.6154,0.3708,0.91,0.604,false,false,1.89
4.4919,8,0.007494,0.05939,0.1286,0.6084,0.9031,1.017,0.607,false,false,1.977
7.3203,3,0.004805,0.19353,0.1907,0.6872,0.2735,1.179,0.701,false,false,2.286
4.3895,4,0.011612,0.065,0.0738,0.8743,0.2921,0.871,0.621,false,true,2.895
4.0165,7,0.004241,0.13789,0.1984,0.5678,0.4253,1.287,0.63,false,false,2.225
7.2242,7,0.010196,0.11311,0.1953,0.7264,0.8694,1.122,0.675,false,true,3.191
6.9311,4,0.006001,0.05262,0.0772,0.6737,0.5272,0.943,0.694,false,true,3.096
4.0935,3,0.004511,0.13266,0.1346,0.6905,0.6692,0.839,0.701,false,true,3.032
3.2271,4,0.003201,0.02781,0.1063,0.5335,0.2185,1.053,0.654,false,false,2.098
6.4926,8,0.00487,0.15793,0.0666,0.6768,0.676,0.87,0.665,false,false,1.983
7.2569,3,0.005814,0.02687,0.1749,0.5306,0.6581,1.161,0.672,false,true,3.215
5.7416,7,0.005616,0.02673,0.1265,0.8872,0.2944,0.947,0.606,false,false,1.922
6.6124,3,0.004238,0.05353,0.141,0.7283,0.8147,0.656,0.668,false,false,1.828
6.5105,8,0.027973,0.07011,0.0529,0.5801,0.6796,2.271,0.621,false,true,3.945
5.244,7,0.012729,0.07198,0.1407,0.5604,0.8609,1.954,0.587,false,true,3.639
3.4587,7,0.016082,0.07363,0.1816,0.7409,0.2892,1.184,0.521,false,false,1.929
4.5703,6,0.007551,0.14378,0.1973,0.6473,0.4988,1.097,0.626,false,false,2.075
5.2646,7,0.003299,0.02477,0.1906,0.7498,0.7757,1.175,0.655,false,false,2.191
7.5697,5,0.003396,0.10692,0.1508,0.725,0.7692,1.516,0.724,false,true,3.586
7.2642,8,0.007814,0.04587,0.1758,0.7464,0.5781,1.393,0.668,false,true,3.38
7.4551,6,0.020236,0.07946,0.0793,0.7381,0.6305,1.91,0.558,false,true,3.55
3.6459,5,0.00874,0.09962,0.1283,0.7086,0.5621,1.003,0.659,false,false,2.07
4.9055,7,0.005579,0.06532,0.1217,0.6303,0.9659,0.884,0.636,false,false,1.936
6.9881,6,0.006361,0.16546,0.137,0.8194,0.9563,1.902,0.743,false,false,2.911
3.9217,5,0.01535,0.05978,0.1585,0.5055,0.9132,0.806,0.549,false,true,2.703
3.1274,3,0.013201,0.03889,0.1137,0.7112,0.6061,0.946,0.613,false,false,1.935
6.2429,6,0.015017,0.0258,0.1638,0.6371,0.5437,1.671,0.684,false,true,3.622
5.9321,4,0.014711,0.13221,0.1912,0.7997,0.2395,0.817,0.681,false,false,1.974
4.4966,5,0.00567,0.09371,0.1153,0.6674,0.9183,2.377,0.615,false,true,4.012
5.6026,6,0.021751,0.05772,0.1519,0.5227,0.9944,1.262,0.68,false,true,3.308
7.7051,4,0.006317,0.08499,0.1638,0.5336,0.5521,0.84,0.638,false,false,1.905
4.414,4,0.010647,0.06694,0.1928,0.6857,0.802,0.59,0.609,false,false,1.66
4.8756,6,0.014178,0.0457,0.1352,0.8327,0.5011,1.06,0.603,false,true,3.002
6.4562,5,0.003984,0.02606,0.1748,0.5516,0.6428,0.813,0.609,false,true,2.828
7.7691,8,0.007248,0.02025,0.1569,0.7418,0.6838,1.389,0.637,false,true,3.315
3.4176,6,0.012272,0.03151,0.1421,0.8037,0.3435,1.144,0.609,false,true,3.077
6.5352,5,0.00559,0.13553,0.1451,0.7616,0.5037,1.178,0.643,false,true,3.17
4.348,7,0.003613,0.04575,0.1009,0.7638,0.9726,0.965,0.613,false,true,2.949
6.4605,7,0.010188,0.03971,0.0863,0.8201,0.7719,1.083,0.578,false,true,2.967
4.7917,7,0.003691,0.07235,0.1236,0.6926,0.9909,1.9,0.725,false,true,3.875
3.5152,8,0.003953,0.02843,0.1456,0.7677,0.4655,1.381,0.524,false,false,2.084
5.4442,5,0.020985,0.08273,0.1539,0.7824,0.6312,0.683,0.723,false,false,1.958
4.5751,8,0.022447,0.07428,0.1882,0.8656,0.7695,0.904,0.633,false,true,2.945
5.866,6,0.003671,0.03466,0.19,0.5908,0.9899,0.83,0.659,false,false,1.941
3.6984,4,0.01026,0.08224,0.133,0.6546,0.9322,0.883,0.723,false,false,2.108
7.9409,8,0.004063,0.05155,0.091,0.725,0.2142,0.859,0.615,false,false,1.873
3.3737,5,0.006989,0.06998,0.1809,0.8971,0.7797,1.13,0.588,false,false,2.022
7.5227,3,0.02325,0.09133,0.0531,0.6797,0.3012,1.052,0.641,false,true,3.071
4.4209,8,0.005841,0.02,0.08,0.5722,0.9303,0.894,0.641,false,true,2.952
7.9779,4,0.00398,0.02243,0.1056,0.6549,0.4695,1.068,0.744,false,true,3.29
5.4697,8,0.014996,0.03118,0.1952,0.8561,0.3231,1.288,0.623,false,true,3.213
6.8847,5,0.022267,0.04184,0.0954,0.8236,0.4935,0.611,0.612,false,true,2.683
7.5403,8,0.005248,0.02464,0.1816,0.6023,0.5278,1.034,0.738,false,false,2.252
4.3081,5,0.021619,0.09765,0.1915,0.6577,0.5459,1.04,0.634,false,false,2.049
6.1312,7,0.013486,0.02682,0.086,0.8563,0.7164,0.578,0.653,false,false,1.74
5.2904,5,0.017002,0.02151,0.0729,0.529,0.8681,0.612,0.637,false,false,1.733
3.6155,5,0.004735,0.05793,0.1081,0.6338,0.4694,1.087,0.602,false,false,2.019
6.5837,6,0.003746,0.1071,0.065,0.7477,0.4379,1.05,0.69,false,true,3.167
6.3941,7,0.021596,0.18057,0.1387,0.8863,0.7792,2.102,0.598,false,true,3.773
5.6776,6,0.003514,0.12081,0.1051,0.5132,0.3459,1.195,0.664,false,true,3.223
3.078,3,0.020034,0.07904,0.0653,0.7913,0.6393,1.902,0.642,false,false,2.711
6.6055,5,0.01618,0.18122,0.0557,0.5205,0.7314,1.99,0.625,false,true,3.743
3.2958,5,0.005139,0.08342,0.0981,0.8288,0.3914,0.931,0.65,false,false,1.998
7.6792,4,0.018127,0.02039,0.1856,0.5114,0.5447,0.938,0.642,false,true,2.988
7.6548,8,0.004613,0.1652,0.187,0.6686,0.5969,1.194,0.61,false,false,2.115
3.6379,4,0.003121,0.1625,0.1814,0.6145,0.8388,0.832,0.571,false,false,1.767
4.1794,3,0.003391,0.05303,0.165,0.6129,0.8001,0.721,0.756,false,false,2.054
7.7208,5,0.029794,0.03079,0.1309,0.7493,0.3127,0.683,0.658,false,false,1.827
6.0373,3,0.022276,0.02028,0.1166,0.523,0.932,1.56,0.561,false,true,3.292
6.9889,7,0.011196,0.18205,0.1151,0.6652,0.548,1.318,0.629,false,true,3.246
3.3544,8,0.01142,0.11076,0.1602,0.7286,0.3311,0.896,0.534,false,false,1.741
7.6687,6,0.02473,0.11613,0.1638,0.5779,0.5887,0.599,0.654,false,false,1.758
7.0361,6,0.008333,0.04487,0.107,0.5296,0.6534,0.628,0.667,false,true,2.804
3.0615,8,0.012675,0.03251,0.1536,0.5894,0.9845,1.0,0.537,false,false,1.823
6.2968,5,0.004735,0.09926,0.0747,0.5469,0.4395,0.919,0.667,false,true,3.023
4.1206,6,0.005327,0.03012,0.0922,0.5911,0.499,0.842,0.641,false,false,1.914
7.5694,5,0.003625,0.03772,0.1489,0.6821,0.6578,0.746,0.612,false,false,1.784
4.132,4,0.011135,0.03221,0.0733,0.7236,0.7036,1.21,0.625,false,true,3.157
7.0166,3,0.007726,0.02533,0.0812,0.6987,0.6598,0.932,0.748,false,true,3.194
7.5088,8,0.010093,0.15138,0.0956,0.7579,0.9504,2.351,0.618,false,true,4.0
7.0461,6,0.011572,0.03049,0.0758,0.5918,0.8077,1.342,0.649,false,true,3.304
4.8421,3,0.005314,0.1978,0.0566,0.824,0.6572,1.01,0.704,false,true,3.166
7.0216,3,0.004408,0.02781,0.084,0.8271,0.2347,0.962,0.748,false,true,3.216
7.9241,7,0.009589,0.07886,0.1526,0.5467,0.4257,1.079,0.63,false,true,3.07
4.8776,8,0.019395,0.07307,0.0505,0.8294,0.9462,1.096,0.66,false,false,2.143
5.3151,7,0.013843,0.15472,0.1454,0.8813,0.5321,1.069,0.66,false,true,3.122
5.2856,5,0.009245,0.03181,0.0551,0.5236,0.6125,1.125,0.687,false,true,3.217
7.9894,4,0.004684,0.06199,0.1349,0.891,0.9105,0.469,0.669,false,false,1.689
5.726,4,0.003317,0.02216,0.1196,0.7759,0.6448,0.75,0.672,false,true,2.906
3.3508,8,0.005383,0.08472,0.1874,0.6438,0.2743,1.017,0.557,false,true,2.877
7.7614,5,0.017228,0.1442,0.1313,0.6639,0.7773,0.594,0.639,false,true,2.723
3.5392,4,0.00628,0.14597,0.0715,0.5915,0.6809,1.632,0.63,false,false,2.483
4.8341,4,0.029771,0.1665,0.1185,0.6143,0.3844,1.055,0.685,false,true,3.162
7.5889,4,0.017695,0.1247,0.0531,0.523,0.3715,1.068,0.598,false,true,2.998
5.7105,3,0.004087,0.05419,0.0924,0.6853,0.5874,0.482,0.606,false,false,1.573
6.1896,4,0.015841,0.02031,0.1793,0.7005,0.6358,0.332,0.714,false,false,1.676
4.888,3,0.015613,0.02741,0.1558,0.8642,0.2143,0.804,0.626,false,true,2.854
3.7484,8,0.00588,0.02662,0.1731,0.6793,0.8921,1.185,0.605,false,false,2.098
3.055,5,0.013575,0.14796,0.0642,0.5502,0.9045,0.771,0.621,false,false,1.821
3.2063,4,0.010556,0.09606,0.1538,0.5368,0.9625,0.814,0.526,false,false,1.663
3.3752,3,0.010658,0.02967,0.1813,0.8307,0.2944,1.369,0.602,false,false,2.231
4.7689,8,0.018833,0.07321,0.0506,0.5054,0.7337,0.969,0.672,false,false,2.07
7.4136,6,0.008872,0.03746,0.0588,0.6491,0.9523,1.588,0.735,false,true,3.661
3.9453,3,0.005469,0.02434,0.1312,0.8914,0.5857,0.87,0.612,false,false,1.877
4.2265,5,0.004171,0.03223,0.1959,0.5373,0.8805,1.186,0.624,false,false,2.137
6.2774,3,0.018647,0.08641,0.1218,0.8635,0.7959,0.605,0.66,false,true,2.773
6.6041,8,0.006929,0.14712,0.1678,0.5363,0.4097,1.034,0.617,false,false,2.01
5.1291,5,0.011943,0.0479,0.1328,0.5743,0.3707,2.344,0.621,false,true,4.0
6.8221,7,0.024513,0.02144,0.0812,0.7567,0.5132,0.812,0.683,false,true,2.974
5.6333,3,0.01014,0.02818,0.124,0.8602,0.8786,0.495,0.683,false,false,1.738
6.4892,7,0.018807,0.11896,0.1836,0.7415,0.3632,0.915,0.622,false,true,2.93
6.1284,8,0.017353,0.19304,0.1013,0.7458,0.7999,1.765,0.719,false,true,3.762
4.7582,5,0.022452,0.0463,0.1983,0.6328,0.9622,0.879,0.668,false,false,1.995
7.5939,5,0.01406,0.05569,0.1471,0.7819,0.4224,0.739,0.608,false,false,1.769
4.8863,6,0.022206,0.14814,0.1815,0.7206,0.5981,1.316,0.648,false,true,3.283
4.8709,6,0.003689,0.08851,0.0902,0.8986,0.2066,1.252,0.581,false,false,2.102
7.0451,5,0.011835,0.09693,0.1606,0.5352,0.9049,1.249,0.709,false,false,2.356
5.1602,4,0.004789,0.19802,0.1752,0.5332,0.9544,0.744,0.666,false,false,1.891
4.8159,7,0.005941,0.02166,0.1476,0.5591,0.3794,0.863,0.663,false,false,1.973
6.6059,7,0.029435,0.11657,0.1391,0.7201,0.2386,0.69,0.614,false,false,1.746
4.32,3,0.011305,0.07452,0.1629,0.6049,0.6964,1.04,0.612,false,false,2.003
4.9996,7,0.010507,0.08186,0.0717,0.8716,0.7185,1.657,0.651,false,true,3.544
4.0944,4,0.023639,0.07141,0.1344,0.826,0.2692,1.13,0.612,false,true,3.071
7.8477,8,0.011107,0.10645,0.1748,0.5052,0.3113,0.984,0.665,false,true,3.069
6.9628,8,0.016869,0.061,0.1349,0.5116,0.3546,1.438,0.65,false,true,3.378
7.758,3,0.00474,0.0459,0.1127,0.5486,0.5627,0.687,0.678,false,true,2.87
7.9234,6,0.003457,0.17962,0.0959,0.8106,0.5022,0.859,0.678,false,false,2.001
3.7009,4,0.014234,0.05888,0.131,0.6455,0.8254,1.119,0.606,false,true,3.051
3.5139,3,0.003585,0.0322,0.1329,0.7544,0.4234,0.769,0.664,false,false,1.905
6.3685,3,0.017334,0.0855,0.1446,0.799,0.931,0.849,0.612,false,false,1.861
3.5311,4,0.004996,0.0463,0.0745,0.8048,0.283,1.095,0.648,false,false,2.118
4.286,3,0.006989,0.11253,0.1988,0.8139,0.7585,1.064,0.627,false,false,2.052
6.2678,5,0.024054,0.0551,0.1213,0.7345,0.5522,1.724,0.602,false,true,3.497
5.3137,7,0.005143,0.16831,0.078,0.7168,0.4333,0.91,0.669,false,true,3.021
7.8269,6,0.025684,0.02304,0.1188,0.6933,0.5619,1.01,0.59,false,true,2.937
7.5494,5,0.006164,0.02498,0.1764,0.766,0.782,0.735,0.611,false,true,2.773
7.6193,7,0.005007,0.0617,0.1712,0.6782,0.9338,1.099,0.696,false,true,3.216
6.0709,7,0.014136,0.0457,0.107,0.8107,0.3303,1.007,0.623,false,true,3.001
6.2541,7,0.016665,0.04451,0.1343,0.7198,0.2305,1.085,0.682,false,true,3.178
