productivity,initial_hire,solo_found_prob,goods_tc,bid_share,grid_min_res_occ,sold_out_premium,pop_growth,mean_emp,grid_expanded,firm_growth,score
7.427,5,0.025677,0.03412,0.1317,0.577,0.5338,1.043,0.606,false,true,2.995
4.78,3,0.003222,0.05716,0.1673,0.6142,0.5411,0.589,0.708,false,false,1.857
3.3063,8,0.006392,0.08773,0.1993,0.8596,0.3456,1.344,0.524,false,false,2.055
7.0035,4,0.00336,0.09112,0.182,0.7383,0.6169,1.085,0.562,false,false,1.938
4.1715,4,0.009737,0.11067,0.1261,0.876,0.9392,1.932,0.664,false,false,2.777
4.4511,5,0.012071,0.05893,0.1439,0.792,0.2997,1.097,0.638,false,false,2.1
5.6242,4,0.020853,0.02403,0.069,0.7167,0.7875,0.62,0.671,false,true,2.807
6.3664,4,0.012112,0.06387,0.1632,0.5563,0.6572,0.964,0.633,false,true,2.989
6.6283,5,0.004311,0.08268,0.1893,0.6117,0.3846,0.81,0.665,false,false,1.937
3.712,5,0.020321,0.03285,0.0591,0.7898,0.7917,1.154,0.618,false,true,3.102
7.7774,5,0.019405,0.04624,0.1764,0.5892,0.3961,1.153,0.737,false,true,3.338
6.6553,6,0.003614,0.18081,0.0544,0.7903,0.2868,0.922,0.68,false,true,3.051
3.9349,7,0.003573,0.05808,0.06,0.5166,0.6434,1.686,0.627,false,true,3.519
7.4469,6,0.024499,0.05713,0.1462,0.5328,0.2961,0.725,0.617,false,false,1.778
7.4779,7,0.00753,0.05137,0.1745,0.8854,0.5943,2.021,0.613,false,true,3.742
6.646,4,0.004366,0.13014,0.1244,0.7594,0.3215,0.898,0.63,false,false,1.935
3.8728,6,0.010451,0.02996,0.0942,0.8238,0.5625,1.445,0.609,false,false,2.302
6.3338,7,0.003785,0.03839,0.1785,0.6055,0.7246,1.042,0.723,false,false,2.227
3.1338,4,0.020604,0.185,0.1519,0.8848,0.623,0.94,0.64,false,false,1.985
5.2667,7,0.004144,0.05517,0.0757,0.6845,0.4865,1.479,0.666,false,true,3.441
7.4338,4,0.014741,0.06447,0.0924,0.7311,0.3561,1.455,0.663,false,true,3.417
6.9128,7,0.003486,0.03656,0.0862,0.7693,0.4322,1.012,0.734,false,true,3.226
4.9066,7,0.00396,0.1542,0.0919,0.5077,0.3185,1.443,0.637,false,true,3.356
3.5824,3,0.006465,0.17614,0.0944,0.6811,0.7392,1.058,0.644,false,true,3.081
6.874,7,0.023492,0.04332,0.0862,0.8556,0.6772,1.541,0.623,false,true,3.403
4.1911,6,0.008269,0.03718,0.0827,0.7521,0.9262,1.205,0.602,false,true,3.107
6.8254,3,0.006702,0.09284,0.1743,0.8106,0.386,0.982,0.653,false,true,3.043
7.6415,5,0.010011,0.02542,0.1823,0.7206,0.9629,0.694,0.605,false,false,1.732
3.561,3,0.013411,0.02065,0.1641,0.7883,0.5099,1.266,0.626,false,false,2.202
3.1321,3,0.022686,0.03775,0.1411,0.785,0.9808,0.962,0.699,false,false,2.12
4.0956,7,0.007406,0.02371,0.1382,0.6014,0.9811,1.065,0.612,false,false,2.022
5.4221,6,0.023663,0.08524,0.1305,0.8315,0.6396,2.869,0.671,false,true,4.495
5.1003,3,0.010799,0.03635,0.0637,0.6414,0.5813,0.822,0.664,false,false,1.945
5.7252,4,0.004044,0.05443,0.175,0.5576,0.873,0.874,0.68,false,true,3.016
3.9302,3,0.022888,0.09302,0.1429,0.7189,0.673,1.115,0.664,false,false,2.165
3.5455,8,0.003156,0.16352,0.0982,0.5163,0.4795,1.129,0.569,false,true,2.984
7.9957,6,0.005918,0.02694,0.0792,0.5109,0.945,1.523,0.691,false,true,3.525
7.2728,4,0.008753,0.18045,0.1186,0.588,0.2503,1.164,0.661,false,false,2.195
6.1793,3,0.0034,0.12749,0.1682,0.7404,0.3403,0.725,0.687,false,false,1.919
3.7434,6,0.015113,0.02187,0.1292,0.617,0.4185,1.152,0.568,false,false,2.001
7.3063,3,0.004274,0.03334,0.184,0.6478,0.2486,1.075,0.614,false,false,2.035
7.5907,6,0.005524,0.07978,0.1869,0.6219,0.219,1.132,0.644,false,true,3.137
3.9158,6,0.025151,0.02314,0.1143,0.6247,0.417,1.803,0.673,false,false,2.698
3.1115,5,0.012208,0.13222,0.12,0.5192,0.7847,1.288,0.552,false,false,2.069
4.3553,3,0.004031,0.09857,0.0891,0.8133,0.4741,0.683,0.696,false,true,2.905
4.3373,4,0.005708,0.14129,0.0899,0.6043,0.5617,1.117,0.726,false,false,2.29
6.9888,4,0.009525,0.10722,0.1578,0.5555,0.2621,0.939,0.64,false,true,2.984
4.051,7,0.021049,0.04194,0.0566,0.757,0.324,2.193,0.663,false,true,3.971
5.1825,7,0.029805,0.09849,0.1828,0.7311,0.7943,1.044,0.6,false,true,2.982
3.4848,5,0.010179,0.03283,0.1221,0.5851,0.2199,0.945,0.672,false,false,2.052
5.5637,6,0.007026,0.06663,0.1714,0.8032,0.3442,0.756,0.668,false,false,1.903
6.49,3,0.023693,0.11933,0.1649,0.6488,0.782,1.076,0.614,false,true,3.034
7.5168,6,0.003559,0.1552,0.1438,0.7621,0.8298,1.349,0.681,false,false,2.374
3.504,4,0.005994,0.11296,0.1416,0.7785,0.2856,1.248,0.696,false,false,2.328
7.4498,8,0.026433,0.07629,0.1234,0.7528,0.3261,1.164,0.589,false,true,3.051
4.8087,4,0.017331,0.03268,0.1938,0.7442,0.7453,0.613,0.624,false,false,1.708
7.1368,8,0.013907,0.03903,0.1202,0.8085,0.551,1.352,0.685,false,true,3.384
6.5363,3,0.005201,0.07549,0.067,0.8688,0.6822,0.602,0.679,false,false,1.81
6.4021,4,0.004393,0.08781,0.0986,0.8905,0.9952,0.837,0.686,false,true,3.0
3.6049,6,0.005221,0.09006,0.0552,0.8441,0.5545,1.299,0.609,false,false,2.193
5.2489,3,0.005697,0.04851,0.0704,0.7787,0.6569,0.578,0.749,false,false,1.932
6.7324,5,0.022844,0.07792,0.0704,0.8528,0.3443,0.96,0.572,false,true,2.865
5.0258,4,0.007954,0.05356,0.0663,0.8236,0.4818,1.126,0.716,false,true,3.277
7.3856,5,0.029339,0.05131,0.0533,0.6454,0.9305,2.183,0.642,false,true,3.921
6.3619,6,0.019145,0.06377,0.1179,0.6554,0.6368,0.61,0.635,false,false,1.728
3.6025,7,0.005303,0.06351,0.1597,0.589,0.7564,0.866,0.618,false,false,1.885
7.7448,8,0.010164,0.05636,0.1876,0.581,0.9932,1.29,0.633,false,true,3.233
7.4907,3,0.018643,0.06506,0.1479,0.7715,0.8854,0.781,0.669,false,false,1.925
3.3989,5,0.005711,0.18945,0.0566,0.651,0.8815,0.834,0.636,false,false,1.899
4.6737,8,0.00947,0.02034,0.0779,0.8442,0.5933,1.746,0.642,false,true,3.593
3.5681,3,0.004193,0.09389,0.0925,0.8088,0.3871,1.188,0.672,false,true,3.234
5.3371,6,0.00777,0.06915,0.1625,0.5765,0.7202,0.604,0.642,false,false,1.736
3.6706,7,0.007391,0.10092,0.0501,0.6148,0.2344,1.525,0.703,false,true,3.55
4.2262,8,0.004355,0.10966,0.0953,0.7738,0.9521,0.98,0.594,false,true,2.922
3.5671,8,0.006068,0.03367,0.1254,0.7341,0.492,0.902,0.56,false,false,1.797
5.1925,7,0.004327,0.03105,0.0833,0.575,0.5943,0.695,0.624,false,false,1.77
7.3527,6,0.018733,0.03675,0.0897,0.7686,0.6113,0.981,0.639,false,false,2.013
3.52,7,0.008683,0.0284,0.1479,0.7742,0.5377,1.747,0.428,false,false,2.166
7.4696,5,0.029497,0.0707,0.0914,0.6282,0.896,4.581,0.634,false,true,5.268
4.9362,5,0.029167,0.15574,0.1994,0.8255,0.2557,1.065,0.6,false,false,1.998
3.5614,4,0.010947,0.15897,0.1965,0.7158,0.4542,1.044,0.607,false,true,2.997
5.7321,6,0.003572,0.04037,0.1072,0.6186,0.7469,1.095,0.666,false,false,2.153
5.8004,3,0.021746,0.03195,0.1278,0.551,0.2556,0.66,0.574,false,false,1.643
3.8024,3,0.00887,0.03415,0.1023,0.7235,0.9663,0.788,0.68,false,false,1.95
6.4564,8,0.014231,0.02754,0.1543,0.8894,0.6311,1.123,0.627,false,false,2.096
5.6948,7,0.011294,0.11142,0.084,0.5415,0.7474,1.148,0.627,false,true,3.115
5.7205,4,0.008622,0.18955,0.0548,0.7918,0.9216,0.938,0.652,false,true,3.008
6.4538,5,0.005622,0.03477,0.1211,0.7986,0.573,0.985,0.671,false,false,2.081
6.7859,6,0.004455,0.07103,0.0502,0.5303,0.7483,0.731,0.695,false,true,2.939
4.601,5,0.01035,0.06628,0.1748,0.6228,0.75,1.02,0.666,false,false,2.097
4.1177,4,0.007381,0.19254,0.1111,0.5804,0.7344,0.564,0.688,false,false,1.799
5.6101,8,0.006335,0.1913,0.0997,0.7882,0.5555,0.959,0.743,false,true,3.206
3.5745,6,0.010983,0.0332,0.0959,0.5182,0.2323,1.129,0.632,false,true,3.112
3.151,7,0.014725,0.11548,0.087,0.8174,0.2141,1.163,0.547,false,false,1.965
3.5095,6,0.010696,0.11653,0.1994,0.5873,0.724,0.957,0.599,false,false,1.916
7.0043,6,0.003662,0.14696,0.1108,0.5152,0.9383,1.557,0.629,false,false,2.425
5.4849,7,0.004494,0.07728,0.1566,0.6908,0.4376,0.65,0.652,false,false,1.792
7.3447,5,0.005708,0.12036,0.1823,0.8999,0.6622,0.807,0.689,false,true,2.984
3.2854,4,0.007612,0.11656,0.1499,0.8753,0.24,1.079,0.621,false,false,2.051
7.4401,3,0.010138,0.10007,0.0745,0.8328,0.2518,1.33,0.7,false,true,3.398
3.4406,7,0.011731,0.07135,0.1511,0.5456,0.9265,0.776,0.632,false,false,1.847
5.5522,3,0.010179,0.05376,0.1028,0.5682,0.426,0.654,0.688,false,false,1.867
7.5986,6,0.018638,0.02307,0.1306,0.8436,0.6728,0.55,0.616,false,false,1.644
7.1206,6,0.005515,0.0993,0.1364,0.8378,0.9173,1.179,0.668,false,true,3.22
7.009,3,0.021055,0.11456,0.1426,0.5051,0.6654,0.552,0.667,false,false,1.748
7.9319,7,0.027117,0.11837,0.1141,0.8385,0.3358,1.204,0.57,false,true,3.044
3.3417,8,0.003895,0.05651,0.1706,0.7516,0.8162,0.818,0.491,false,false,1.595
6.6575,7,0.007298,0.17846,0.0985,0.7687,0.3979,0.529,0.638,false,false,1.673
3.048,3,0.004163,0.03375,0.1475,0.6033,0.8583,0.758,0.621,false,false,1.811
5.8245,4,0.009691,0.02005,0.0814,0.5588,0.7054,0.561,0.698,false,false,1.818
3.493,7,0.007012,0.17867,0.1405,0.7182,0.5312,1.189,0.604,false,false,2.1
6.6655,7,0.006563,0.05254,0.0797,0.5998,0.8933,1.134,0.639,false,false,2.128
4.2458,8,0.004731,0.04946,0.1536,0.507,0.9801,1.06,0.526,false,false,1.847
4.3316,5,0.019038,0.02583,0.0964,0.8125,0.8248,1.194,0.643,false,true,3.182
6.5721,6,0.023342,0.09315,0.075,0.5523,0.548,1.09,0.629,false,true,3.076
5.4329,4,0.018625,0.11478,0.1777,0.7978,0.9098,1.712,0.701,false,true,3.686
3.4975,5,0.015096,0.0975,0.1555,0.5084,0.8168,0.829,0.64,false,false,1.902
3.2068,6,0.011376,0.07845,0.159,0.6267,0.3307,0.917,0.657,false,false,2.002
7.8355,7,0.009836,0.17008,0.0623,0.7804,0.207,1.503,0.609,false,false,2.345
5.1635,8,0.012132,0.02329,0.1756,0.8664,0.7155,2.266,0.608,false,true,3.916
7.4931,7,0.006425,0.0303,0.171,0.6669,0.2074,0.864,0.648,false,false,1.944
7.7365,7,0.004628,0.02722,0.1152,0.6506,0.8363,1.14,0.669,false,false,2.193
6.296,4,0.022411,0.0299,0.1531,0.6852,0.4491,0.894,0.619,false,false,1.909
7.7749,7,0.013311,0.02515,0.1315,0.6656,0.6287,1.382,0.645,false,true,3.328
4.7259,3,0.020966,0.13052,0.1617,0.6124,0.2423,0.973,0.64,false,false,2.009
3.9069,8,0.003038,0.17054,0.16,0.5846,0.966,1.172,0.575,false,false,2.03
7.0468,8,0.005121,0.02526,0.1131,0.6865,0.2752,0.804,0.609,false,false,1.822
4.9811,6,0.004144,0.08704,0.0518,0.7579,0.8207,2.122,0.671,false,true,3.935
5.5591,4,0.007588,0.06109,0.1469,0.8927,0.4452,0.906,0.694,false,false,2.068
3.2947,8,0.004427,0.02268,0.1815,0.6979,0.5369,1.455,0.562,false,false,2.216
3.9619,6,0.015008,0.13104,0.1484,0.8915,0.9226,1.131,0.561,false,false,1.971
7.2691,8,0.018229,0.02151,0.1796,0.7648,0.9177,1.8,0.611,false,true,3.571
6.6767,7,0.004441,0.03571,0.0675,0.6272,0.7627,1.643,0.705,false,true,3.643
3.0332,7,0.019679,0.12742,0.062,0.5327,0.6389,0.825,0.531,false,false,1.681
3.9347,4,0.004181,0.02344,0.0949,0.7849,0.6526,2.08,0.686,false,true,3.933
3.5229,6,0.025433,0.0242,0.1369,0.8932,0.3052,1.385,0.633,false,false,2.305
6.3684,6,0.01637,0.02513,0.0565,0.6245,0.4655,1.075,0.655,false,true,3.116
7.8291,3,0.015439,0.02983,0.1631,0.5748,0.399,0.954,0.678,false,false,2.071
5.3604,6,0.005468,0.11306,0.1495,0.565,0.765,1.553,0.609,false,true,3.382
3.7083,5,0.010552,0.09383,0.1921,0.7895,0.774,0.981,0.64,false,true,3.015
6.4952,4,0.007294,0.15282,0.1118,0.7672,0.8721,0.564,0.645,false,false,1.713
6.9334,3,0.016898,0.07972,0.1433,0.7502,0.8108,0.68,0.628,false,true,2.766
4.23,7,0.004661,0.11399,0.0868,0.874,0.252,1.125,0.605,false,true,3.054
6.013,4,0.028485,0.0276,0.1922,0.5265,0.5846,1.144,0.611,false,true,3.08
5.6964,5,0.005888,0.17742,0.0714,0.672,0.9026,2.061,0.616,false,true,3.777
4.0155,4,0.010821,0.02025,0.126,0.5118,0.5976,0.984,0.681,false,true,3.1
6.0552,4,0.014035,0.02305,0.0891,0.6428,0.4786,1.444,0.607,false,true,3.296
3.8789,7,0.004577,0.0476,0.1728,0.6276,0.2794,0.964,0.67,false,false,2.064
6.1944,3,0.025201,0.07572,0.1252,0.6222,0.973,0.697,0.686,false,true,2.894
4.1756,4,0.00391,0.08565,0.0904,0.8126,0.3536,0.765,0.665,false,false,1.903
4.1202,4,0.009321,0.04696,0.1833,0.7124,0.4569,1.334,0.645,false,true,3.292
5.0501,3,0.007327,0.12384,0.1824,0.5471,0.3335,0.855,0.671,false,true,2.984
6.3383,4,0.003754,0.10844,0.0972,0.8483,0.5699,1.186,0.647,false,true,3.183
5.2953,7,0.011571,0.13793,0.0666,0.555,0.9498,1.078,0.652,false,true,3.113
7.5448,4,0.01587,0.03275,0.1335,0.8737,0.7802,1.161,0.655,false,true,3.181
6.0316,7,0.013705,0.19683,0.1734,0.7414,0.4165,0.871,0.597,false,false,1.847
4.095,7,0.010422,0.10507,0.1617,0.7815,0.321,1.357,0.616,false,false,2.25
6.5134,6,0.003392,0.03402,0.1222,0.7959,0.6653,0.759,0.735,false,true,3.039
5.5334,5,0.016025,0.06972,0.1213,0.8882,0.4243,0.508,0.688,false,false,1.757
4.6583,4,0.003507,0.02427,0.0985,0.5525,0.5973,1.993,0.616,false,true,3.727
3.2849,7,0.006231,0.15753,0.1424,0.6585,0.3725,1.009,0.526,false,false,1.809
7.184,3,0.017929,0.02488,0.1818,0.878,0.7285,0.357,0.735,false,true,2.739
3.7929,5,0.017944,0.13089,0.0675,0.7607,0.3552,1.603,0.726,false,true,3.655
5.6201,5,0.022783,0.07797,0.1395,0.8364,0.5994,1.171,0.706,false,true,3.29
4.5098,3,0.003299,0.16206,0.1345,0.6268,0.8966,0.903,0.702,false,false,2.081
6.4673,5,0.003203,0.10397,0.1693,0.5047,0.4016,0.824,0.622,false,true,2.862
5.7197,8,0.006496,0.19112,0.1179,0.5153,0.8939,1.049,0.707,false,true,3.2
4.5995,5,0.029912,0.02854,0.1455,0.7999,0.2359,1.179,0.651,false,false,2.187
3.497,7,0.018107,0.03562,0.0756,0.7071,0.9521,1.339,0.548,false,false,2.099
4.2508,3,0.01663,0.05995,0.1956,0.6105,0.3844,0.823,0.661,false,false,1.939
5.8322,8,0.009762,0.14203,0.1415,0.7424,0.2209,0.736,0.65,false,true,2.851
4.3235,3,0.025068,0.16213,0.1802,0.6957,0.3074,1.032,0.612,false,true,2.998
7.4729,4,0.020482,0.06488,0.1614,0.8257,0.2571,0.939,0.634,false,false,1.972
4.055,3,0.004812,0.07769,0.0899,0.8836,0.8683,1.22,0.716,false,true,3.347
6.8733,3,0.025119,0.05109,0.1552,0.6129,0.8358,0.802,0.669,false,false,1.939
6.2949,3,0.026435,0.0306,0.0746,0.7855,0.9338,1.051,0.678,false,true,3.145
6.8826,3,0.027246,0.18974,0.16,0.75,0.2688,1.046,0.655,false,false,2.095
3.3109,3,0.007442,0.04225,0.1618,0.8927,0.7139,0.885,0.53,false,false,1.723
7.8215,4,0.004061,0.08498,0.0597,0.795,0.2853,2.067,0.62,false,true,3.791
4.7625,5,0.004386,0.03395,0.1219,0.5275,0.7577,0.776,0.612,false,false,1.806
4.0529,5,0.02575,0.09333,0.1813,0.8758,0.7176,0.951,0.593,false,false,1.9
6.6786,8,0.003954,0.11357,0.1876,0.8144,0.8602,1.358,0.676,false,true,3.371
7.5019,4,0.011601,0.18371,0.0863,0.8552,0.4039,0.843,0.64,false,true,2.913
6.2222,4,0.021692,0.03609,0.1147,0.5408,0.4163,0.616,0.655,false,false,1.773
7.1005,6,0.005891,0.03782,0.1065,0.7324,0.2857,1.093,0.665,false,true,3.149
7.6206,6,0.027799,0.07361,0.0915,0.6384,0.9828,0.757,0.63,false,true,2.829
4.838,4,0.004001,0.03508,0.1995,0.7139,0.6822,0.952,0.604,false,false,1.922
6.9796,3,0.023235,0.19077,0.1133,0.5191,0.6806,0.975,0.644,false,false,2.019
7.2486,3,0.011342,0.11653,0.1148,0.8998,0.7966,0.448,0.59,false,false,1.516
6.6496,8,0.017788,0.07685,0.185,0.808,0.5663,1.134,0.655,false,true,3.161
5.9179,8,0.026193,0.05968,0.1153,0.7809,0.3343,1.314,0.598,false,true,3.181
3.579,5,0.005052,0.06419,0.1829,0.524,0.725,1.049,0.64,false,false,2.067
3.3338,3,0.020858,0.07534,0.1183,0.8569,0.9227,1.844,0.674,false,false,2.73
7.7463,6,0.011256,0.09555,0.1335,0.6414,0.2778,0.785,0.623,false,false,1.835
3.8887,3,0.003652,0.02728,0.0801,0.8499,0.7746,1.132,0.651,false,true,3.152
4.1527,3,0.010464,0.03761,0.1525,0.7109,0.3607,0.685,0.674,false,false,1.861
6.739,3,0.0172,0.09953,0.1984,0.7041,0.2433,1.307,0.639,false,true,3.257
3.8531,8,0.026284,0.02484,0.1547,0.8253,0.9234,1.244,0.569,false,false,2.071
4.151,8,0.003727,0.02029,0.1483,0.8035,0.9546,0.626,0.68,false,false,1.829
7.0584,4,0.015928,0.08507,0.1646,0.6016,0.2421,1.194,0.684,false,true,3.263
7.6488,4,0.019215,0.02679,0.0996,0.5564,0.6289,0.903,0.684,false,false,2.045
4.1801,7,0.005352,0.17469,0.151,0.8014,0.6901,0.957,0.594,false,true,2.907
4.6191,6,0.004057,0.18464,0.1754,0.8641,0.6767,1.254,0.687,false,false,2.314
6.9007,3,0.024126,0.18239,0.186,0.5379,0.3043,0.897,0.66,false,false,1.993
6.6996,6,0.024971,0.15815,0.1648,0.5661,0.6739,0.881,0.618,false,true,2.896
5.5641,3,0.003941,0.19919,0.1567,0.5272,0.2204,0.836,0.588,false,false,1.803
5.4016,3,0.003858,0.04453,0.1602,0.8033,0.2771,0.792,0.633,false,true,2.86
3.3647,7,0.023718,0.06917,0.0598,0.5324,0.7257,1.038,0.663,false,true,3.104
3.0801,5,0.007627,0.12213,0.1518,0.8268,0.272,1.301,0.532,false,false,2.041
4.001,8,0.003968,0.04182,0.068,0.596,0.7229,0.574,0.683,false,false,1.797
7.4092,4,0.003505,0.07113,0.1061,0.5215,0.4735,0.842,0.628,false,false,1.887
3.4185,5,0.01,0.0288,0.0602,0.8776,0.3308,1.257,0.698,false,true,3.338
3.6058,5,0.012017,0.16574,0.054,0.6109,0.5533,1.045,0.724,false,false,2.232
3.0106,4,0.017578,0.06558,0.0854,0.8321,0.267,0.827,0.631,false,false,1.882
6.2602,3,0.00509,0.11517,0.1903,0.7884,0.988,0.555,0.652,false,true,2.721
4.1185,5,0.003698,0.18843,0.0686,0.8524,0.9689,0.979,0.671,false,true,3.076
7.0666,6,0.009214,0.08911,0.122,0.8264,0.226,0.946,0.639,false,false,1.988
3.6524,6,0.006929,0.0749,0.1312,0.6277,0.9919,0.846,0.606,false,false,1.846
5.8687,8,0.022572,0.04887,0.1753,0.5556,0.6484,1.071,0.653,false,true,3.11
5.0275,4,0.022437,0.16952,0.172,0.7353,0.9014,0.953,0.639,false,false,1.992
4.1355,7,0.010967,0.05215,0.174,0.8856,0.8164,1.243,0.584,false,true,3.1
5.4037,6,0.008029,0.09188,0.1007,0.5424,0.2342,0.902,0.641,false,false,1.959
4.4099,5,0.016765,0.06156,0.103,0.8008,0.31,1.051,0.64,false,true,3.067
4.0912,3,0.02486,0.0286,0.1691,0.6252,0.4738,1.539,0.613,false,false,2.38
4.609,6,0.005474,0.03466,0.1224,0.5641,0.4853,1.399,0.646,false,false,2.341
3.9878,6,0.019327,0.10039,0.165,0.8329,0.7245,1.169,0.621,false,false,2.118
6.634,7,0.007895,0.16823,0.1454,0.8209,0.3256,1.268,0.614,false,true,3.179
5.7947,4,0.003713,0.04156,0.1744,0.7325,0.4847,0.778,0.638,false,true,2.859
7.9738,5,0.015431,0.03249,0.0704,0.7734,0.3027,1.13,0.69,false,true,3.228
6.6054,6,0.011541,0.05534,0.1465,0.7438,0.5201,0.974,0.701,false,false,2.133
4.2529,4,0.017539,0.07578,0.1902,0.5815,0.2428,1.112,0.683,false,false,2.2
7.104,5,0.008682,0.05739,0.1296,0.6582,0.4412,0.817,0.65,false,false,1.914
4.0215,7,0.009586,0.08734,0.0756,0.7297,0.2023,0.886,0.66,false,false,1.984
7.9894,6,0.007254,0.12514,0.1842,0.5715,0.7269,0.907,0.662,false,true,3.003
3.501,3,0.005677,0.07435,0.0932,0.7055,0.4823,1.226,0.72,false,true,3.36
5.1046,7,0.010382,0.09043,0.1796,0.8142,0.3262,1.177,0.672,false,false,2.227
5.501,8,0.016948,0.12512,0.1476,0.6851,0.2592,1.455,0.63,false,true,3.351
5.9384,6,0.010042,0.18561,0.0776,0.7021,0.6185,0.803,0.671,false,true,2.944
7.6816,8,0.005621,0.04433,0.1299,0.8901,0.3354,0.842,0.585,false,false,1.801
7.0188,3,0.02341,0.08998,0.138,0.5109,0.588,0.827,0.681,false,false,1.983
5.5722,5,0.003167,0.06265,0.1447,0.6332,0.4376,1.843,0.713,false,true,3.809
7.6759,8,0.005781,0.027,0.0983,0.7463,0.3477,0.837,0.594,false,false,1.816
4.7926,7,0.010765,0.16402,0.0832,0.5475,0.6092,1.217,0.686,false,true,3.286
6.0006,8,0.017641,0.03306,0.1404,0.8024,0.7609,1.336,0.694,false,true,3.389
4.0807,5,0.004547,0.02753,0.0666,0.6077,0.4201,1.186,0.686,false,false,2.263
4.5105,6,0.024789,0.04704,0.1367,0.7318,0.3722,0.965,0.673,false,true,3.069
5.5386,3,0.013716,0.12491,0.1015,0.88,0.2769,0.693,0.632,false,true,2.785
4.3173,4,0.005607,0.05996,0.0777,0.7235,0.6633,1.714,0.69,false,true,3.665
7.0822,7,0.003964,0.03865,0.1347,0.5009,0.2183,0.874,0.616,false,false,1.888
6.3018,6,0.007619,0.05474,0.0577,0.7742,0.8683,1.748,0.673,false,true,3.657
4.5894,4,0.020948,0.06041,0.1938,0.7245,0.8987,1.112,0.562,false,true,2.957
3.7616,8,0.018077,0.05502,0.1213,0.8917,0.3569,1.127,0.566,false,false,1.976
4.2437,7,0.013989,0.03232,0.1821,0.8031,0.7177,1.234,0.644,false,false,2.213
3.549,8,0.004074,0.07595,0.1196,0.7534,0.8926,1.246,0.559,false,true,3.053
5.0925,8,0.012506,0.10371,0.1237,0.8455,0.7494,1.299,0.629,false,false,2.232
7.418,8,0.009228,0.13546,0.1611,0.7303,0.4029,1.194,0.677,false,true,3.249
6.568,5,0.007764,0.07058,0.138,0.6387,0.8425,0.911,0.678,false,true,3.04
5.054,3,0.004514,0.06224,0.0531,0.62,0.964,2.177,0.545,false,true,3.722
3.0828,8,0.016044,0.02227,0.0849,0.8923,0.9034,0.878,0.558,false,false,1.776
5.1711,5,0.00734,0.02274,0.1271,0.5805,0.4382,1.444,0.655,false,true,3.392
7.2336,6,0.02431,0.0349,0.137,0.7582,0.6537,1.158,0.631,false,true,3.131
4.0581,6,0.007959,0.06819,0.0974,0.8699,0.8057,0.833,0.695,false,false,2.014
5.1251,6,0.008736,0.04321,0.1049,0.5047,0.3707,0.612,0.746,false,false,1.951
3.426,7,0.012403,0.04718,0.1257,0.5296,0.5873,1.147,0.553,false,false,1.966
3.8282,8,0.014372,0.15622,0.1225,0.8351,0.449,1.133,0.652,false,false,2.153
4.2262,6,0.013597,0.04615,0.0933,0.7276,0.7619,1.073,0.659,false,false,2.124
4.357,4,0.008056,0.14744,0.1765,0.6119,0.9732,1.377,0.627,false,false,2.287
3.4486,6,0.004858,0.06376,0.1036,0.672,0.5725,1.015,0.559,false,false,1.879
7.4849,3,0.011277,0.04934,0.1868,0.6768,0.2451,0.877,0.678,false,false,2.014
5.6319,3,0.008368,0.02454,0.0611,0.6101,0.941,1.281,0.72,false,true,3.401
4.7889,5,0.024189,0.05722,0.1166,0.64,0.8042,2.267,0.682,false,true,4.064
7.5145,6,0.004706,0.0499,0.1777,0.6049,0.7971,1.163,0.627,false,false,2.126
4.1574,4,0.024974,0.02458,0.1104,0.6797,0.4158,1.318,0.712,false,true,3.413
4.7861,4,0.014417,0.03675,0.1784,0.5534,0.9991,0.965,0.647,false,true,3.019
6.6669,4,0.009533,0.06069,0.1094,0.7366,0.7532,1.272,0.664,false,true,3.283
7.0818,7,0.021681,0.15237,0.1635,0.5909,0.9325,1.226,0.65,false,true,3.22
5.7941,4,0.025681,0.18614,0.1572,0.5094,0.3624,0.964,0.573,false,true,2.868
7.2158,3,0.021233,0.09008,0.163,0.8984,0.2479,1.547,0.625,false,true,3.41
3.8545,6,0.007679,0.09826,0.1139,0.7299,0.5049,1.294,0.579,false,false,2.129
5.6216,3,0.015665,0.06856,0.1424,0.8249,0.9934,0.343,0.607,false,false,1.47
4.0445,5,0.003842,0.03098,0.188,0.5121,0.6744,1.04,0.603,false,true,2.987
3.2148,3,0.027951,0.10945,0.1255,0.5114,0.4208,1.382,0.574,false,false,2.185
7.7101,5,0.004108,0.02173,0.1388,0.609,0.9498,0.693,0.613,false,false,1.746
6.293,8,0.018823,0.02454,0.1465,0.6313,0.7428,2.08,0.659,false,true,3.879
5.5412,6,0.004637,0.07327,0.1261,0.7857,0.7774,1.099,0.673,false,true,3.17
5.2588,8,0.008882,0.13657,0.1304,0.5172,0.9394,1.467,0.688,false,true,3.476
7.4002,5,0.013132,0.1934,0.0864,0.5283,0.8157,3.381,0.62,false,true,4.776
3.4252,4,0.004254,0.03622,0.1644,0.5752,0.7041,1.138,0.61,false,false,2.072
3.8393,8,0.013425,0.10394,0.0743,0.6296,0.4748,1.463,0.66,false,false,2.417
3.5501,6,0.004068,0.104,0.1943,0.5895,0.2666,0.961,0.551,false,false,1.822
4.2045,4,0.00585,0.15145,0.0512,0.522,0.3549,1.096,0.686,false,true,3.194
3.8595,4,0.012866,0.08351,0.1759,0.8865,0.8146,0.826,0.614,false,true,2.848
5.89,5,0.005022,0.0759,0.1992,0.5491,0.3996,1.15,0.65,false,false,2.163
