"tick","population","employed","unemployed","housed","unhoused","residential_units","vacant_residential_units","commercial_units","vacant_commercial_units","active_firms","firm_job_vacancies","firms_with_job_vacancies","committed_output","realized_sales","unsold_output","sold_out_firms","mean_wage","mean_residential_rent","mean_commercial_rent","mean_goods_price","housing_excess_supply","housing_excess_demand","labor_excess_supply","labor_excess_demand","commercial_space_excess_supply","goods_excess_supply","housing_vacancy_rate","commercial_vacancy_rate","goods_unsold_rate","employment_rate","housing_rate"
21,3029,2070,959,1314,1715,1914,600,1552,1392,150,630,91,2324,1592,732,32,10.3939640412381,2.80564819434296,1.650687398655,4.50156535604939,600,1715,959,630,1392,732,0.313479623824451,0.896907216494845,0.314974182444062,0.683393859359525,0.433806536810829
22,3034,2066,968,1313,1721,1928,615,1546,1385,150,634,91,2311,1632,679,35,10.4307810356229,2.80772320848087,1.66740598123957,4.48032527016956,615,1721,968,634,1385,679,0.318983402489627,0.895860284605433,0.293812202509736,0.680949241924852,0.432762030323006
23,3034,2120,914,1330,1704,1940,610,1542,1380,150,580,93,2312,1643,669,41,10.4695069464512,2.81109408483376,1.68536198425643,4.46734546956179,610,1704,914,580,1380,669,0.314432989690722,0.894941634241245,0.289359861591696,0.698747528015821,0.438365194462755
24,3036,2118,918,1342,1694,1952,610,1537,1373,150,582,88,2351,1741,610,44,10.4879125485799,2.81682482682074,1.70475456714316,4.45218039862868,610,1694,918,582,1373,610,0.3125,0.893298633702017,0.259464057847724,0.697628458498024,0.442028985507246
25,3037,2115,922,1354,1683,1969,615,1532,1368,150,585,86,2354,1756,598,41,10.5373155137313,2.82154430431965,1.72543303256012,4.44027822773041,615,1683,922,585,1368,598,0.312341289994921,0.892950391644909,0.254035683942226,0.696410931840632,0.445834705301284
26,3038,2117,921,1381,1657,1983,602,1528,1364,150,583,87,2358,1761,597,40,10.5717848665156,2.82653714013241,1.74708287827629,4.42691081557936,602,1657,921,583,1364,597,0.303580433686334,0.892670157068063,0.253180661577608,0.696840026333114,0.454575378538512
27,3042,2071,971,1388,1654,2002,614,1525,1361,150,629,83,2363,1749,614,47,10.5761431930454,2.83111316943156,1.76868031215903,4.40036138773812,614,1654,971,629,1361,614,0.306693306693307,0.892459016393443,0.259839187473551,0.680802103879027,0.456278763971072
28,3042,2021,1021,1413,1629,2023,610,1524,1360,150,679,86,2335,1728,607,39,10.6002231135802,2.8371213467351,1.79033416915275,4.38798834860256,610,1629,1021,679,1360,607,0.301532377656945,0.89238845144357,0.259957173447537,0.664365548980934,0.464497041420118
29,3047,2078,969,1406,1641,2038,632,1522,1357,151,640,88,2311,1711,600,43,10.6403533161768,2.83842296535436,1.81232307315296,4.37277972683587,632,1641,969,640,1357,600,0.310107948969578,0.891590013140604,0.259627866724362,0.681982277650148,0.461437479488021
30,3048,2089,959,1414,1634,2058,644,1517,1352,151,629,88,2352,1727,625,45,10.670280240521,2.83910614788059,1.83582908214713,4.3525544965686,644,1634,959,629,1352,625,0.312925170068027,0.891232696110745,0.265731292517007,0.685367454068242,0.463910761154856
31,3048,2123,925,1439,1609,2076,637,1511,1345,152,613,92,2361,1734,627,50,10.7091960783474,2.84098383121817,1.85948504016835,4.34696601955258,637,1609,925,613,1345,627,0.306840077071291,0.890138980807412,0.26556543837357,0.696522309711286,0.472112860892388
32,3049,2164,885,1461,1588,2099,638,1509,1344,151,554,96,2382,1803,579,48,10.7567932213392,2.84349041488911,1.88320751909183,4.34215692777906,638,1588,885,554,1344,579,0.303954263935207,0.89065606361829,0.243073047858942,0.709740898655297,0.479173499508035
