"tick","population","employed","unemployed","housed","unhoused","residential_units","vacant_residential_units","commercial_units","vacant_commercial_units","active_firms","firm_job_vacancies","firms_with_job_vacancies","committed_output","realized_sales","unsold_output","sold_out_firms","mean_wage","mean_residential_rent","mean_commercial_rent","mean_goods_price","housing_excess_supply","housing_excess_demand","labor_excess_supply","labor_excess_demand","commercial_space_excess_supply","goods_excess_supply","housing_vacancy_rate","commercial_vacancy_rate","goods_unsold_rate","employment_rate","housing_rate"
31,2355,1538,817,1374,981,2024,650,1532,1389,121,640,87,2235,1623,612,29,11.226085138041,2.58716576722155,1.22985807109507,4.16649025636468,650,981,817,640,1389,612,0.321146245059289,0.906657963446475,0.273825503355705,0.65307855626327,0.58343949044586
32,2364,1534,830,1378,986,2036,658,1531,1388,121,644,91,2200,1600,600,26,11.2810577893535,2.5890344069679,1.22877693562698,4.14795716970432,658,986,830,644,1388,600,0.323182711198428,0.906596995427825,0.272727272727273,0.648900169204738,0.582910321489002
33,2376,1562,814,1400,976,2052,652,1526,1383,121,616,88,2202,1620,582,29,11.3612280797845,2.59133444390389,1.22795650374062,4.12801082997425,652,976,814,616,1383,582,0.317738791423002,0.906290956749672,0.264305177111717,0.657407407407407,0.589225589225589
34,2384,1553,831,1418,966,2066,648,1526,1382,122,643,94,2220,1648,572,26,11.4108673921318,2.5945178419301,1.22722921109767,4.09047417055815,648,966,831,643,1382,572,0.313649564375605,0.905635648754915,0.257657657657658,0.651426174496644,0.594798657718121
35,2395,1570,825,1439,956,2078,639,1523,1380,121,608,91,2222,1666,556,31,11.4939448287855,2.59816600662123,1.22520885101454,4.06166933374916,639,956,825,608,1380,556,0.307507218479307,0.906106369008536,0.25022502250225,0.65553235908142,0.600835073068893
36,2407,1590,817,1457,950,2091,634,1521,1374,124,642,93,2236,1706,530,32,11.5701785344711,2.60176988326064,1.22761665276073,4.0611898371007,634,950,817,642,1374,530,0.303204208512673,0.903353057199211,0.237030411449016,0.660573327793934,0.605317823016203
37,2423,1616,807,1456,967,2108,652,1516,1370,123,598,85,2271,1686,585,32,11.6291846064341,2.60316319392388,1.22590353136727,4.05611381699286,652,967,807,598,1370,585,0.309297912713473,0.903693931398417,0.257595772787318,0.666941807676434,0.600907965332233
38,2431,1637,794,1464,967,2125,661,1514,1365,125,613,91,2287,1735,552,32,11.6900361654586,2.60431507367483,1.2278363647806,4.0646036449423,661,967,794,613,1365,552,0.311058823529412,0.901585204755614,0.241364232619152,0.67338543809132,0.602221308103661
39,2434,1620,814,1474,960,2140,666,1511,1360,126,648,89,2319,1777,542,37,11.7578377681595,2.60691890887513,1.23031392227814,4.04950330510651,666,960,814,648,1360,542,0.311214953271028,0.900066181336863,0.233721431651574,0.66557107641742,0.605587510271159
40,2449,1605,844,1482,967,2155,673,1506,1356,124,627,84,2318,1807,511,41,11.8126854016159,2.60931921658504,1.22751385344612,4.01757695607435,673,967,844,627,1356,511,0.312296983758701,0.900398406374502,0.220448662640207,0.655369538587178,0.605144957125357
41,2458,1630,828,1493,965,2172,679,1503,1352,124,602,83,2308,1788,520,38,11.8289545320733,2.61185224027988,1.22537117178302,4.00833537735126,679,965,828,602,1352,520,0.312615101289134,0.899534264803726,0.225303292894281,0.663140764849471,0.607404393816111
42,2465,1648,817,1496,969,2183,687,1496,1342,126,620,88,2338,1795,543,41,11.8755326325566,2.61153026864637,1.22529765305279,4.01084595807046,687,969,817,620,1342,543,0.314704535043518,0.897058823529412,0.232249786142002,0.668559837728195,0.606896551724138
43,2474,1667,807,1510,964,2196,686,1495,1340,127,619,82,2370,1847,523,35,11.9405106787643,2.61132932930033,1.22413474169031,4.00381139523186,686,964,807,619,1340,523,0.312386156648452,0.896321070234114,0.220675105485232,0.673807599029911,0.61034761519806
44,2478,1654,824,1540,938,2207,667,1492,1336,128,650,83,2383,1919,464,49,11.986822452565,2.61130314956609,1.22315793874553,3.97480314370316,667,938,824,650,1336,464,0.30222020842773,0.89544235924933,0.1947125472094,0.667473769168684,0.621468926553672
45,2489,1671,818,1542,947,2224,682,1489,1331,129,651,85,2391,1895,496,43,12.0365189330647,2.6108726073479,1.22741556117737,3.99340279341277,682,947,818,651,1331,496,0.306654676258993,0.893888515782404,0.207444583856127,0.671353957412615,0.619525914021695
46,2498,1656,842,1540,958,2235,695,1489,1331,129,666,86,2412,1885,527,43,12.0610762119317,2.60861050220281,1.22621582442574,3.98159848384628,695,958,842,666,1331,527,0.310961968680089,0.893888515782404,0.21849087893864,0.66293034427542,0.616493194555645
47,2509,1669,840,1561,948,2255,694,1482,1318,135,761,94,2414,1885,529,41,12.1049680643894,2.60972495563317,1.22622156156076,4.02351447114956,694,948,840,761,1318,529,0.307760532150776,0.889338731443995,0.21913835956918,0.665205261060183,0.622160223196493
48,2521,1697,824,1553,968,2268,715,1476,1309,138,787,96,2428,1908,520,48,12.173885163152,2.60886806805963,1.22528103490619,4.03079546744624,715,968,824,787,1309,520,0.315255731922399,0.886856368563686,0.214168039538715,0.673145577151924,0.616025386751289
49,2530,1710,820,1555,975,2284,729,1470,1300,140,810,96,2450,1969,481,46,12.1797493584206,2.60808162860774,1.22392273181797,4.03076163190679,729,975,820,810,1300,481,0.319176882661997,0.884353741496599,0.196326530612245,0.675889328063241,0.614624505928854
50,2544,1731,813,1564,980,2301,737,1468,1294,143,843,98,2485,2029,456,48,12.2097309284018,2.60620266333984,1.22509206218751,4.04181822874109,737,980,813,843,1294,456,0.320295523685354,0.881471389645777,0.183501006036217,0.680424528301887,0.614779874213837
51,2554,1747,807,1588,966,2318,730,1462,1286,144,845,95,2516,2057,459,48,12.2644331262027,2.60541853221046,1.22505612798117,4.05550948486408,730,966,807,845,1286,459,0.314926660914582,0.879616963064295,0.182432432432432,0.684025058731402,0.621769772905247
52,2565,1741,824,1603,962,2341,738,1455,1275,148,923,109,2539,2116,423,58,12.2995334392657,2.60308901653833,1.22493700115092,4.07913226923205,738,962,824,923,1275,423,0.315249893208031,0.876288659793814,0.166601024025207,0.678752436647173,0.62495126705653
53,2573,1766,807,1603,970,2352,749,1454,1271,151,952,106,2564,2092,472,52,12.3834965709631,2.59918083348996,1.22455406514367,4.08674526465976,749,970,807,952,1271,472,0.318452380952381,0.87414030261348,0.18408736349454,0.686358336572095,0.623008161678974
54,2586,1830,756,1642,944,2368,726,1447,1264,151,888,101,2606,2132,474,54,12.4392099187678,2.59741645916651,1.22307572938994,4.07302393383898,726,944,756,888,1264,474,0.306587837837838,0.873531444367657,0.181887950882579,0.707656612529002,0.634957463263728
55,2603,1814,789,1655,948,2385,730,1444,1259,153,940,113,2676,2228,448,50,12.4790406895132,2.59523056772338,1.22207855026426,4.08550564826063,730,948,789,940,1259,448,0.306079664570231,0.871883656509695,0.167414050822123,0.69688820591625,0.635804840568575
56,2611,1857,754,1679,932,2392,713,1441,1250,157,969,115,2657,2197,460,58,12.570717057877,2.59592048402966,1.2206740286863,4.08233107477765,713,932,754,969,1250,460,0.298076923076923,0.867453157529493,0.173127587504705,0.711221754117196,0.643048640367675
57,2620,1897,723,1710,910,2401,691,1440,1249,156,911,113,2706,2305,401,63,12.5934441138115,2.59773977975275,1.21866214885641,4.06363006414953,691,910,723,911,1249,401,0.287796751353603,0.867361111111111,0.148189209164819,0.724045801526718,0.652671755725191
58,2631,1937,694,1729,902,2416,687,1434,1234,165,1033,110,2759,2365,394,68,12.6177413138703,2.59925915400111,1.21809417456471,4.08000370370805,687,902,694,1033,1234,394,0.284354304635762,0.860529986052999,0.142805364262414,0.736221968833143,0.657164576206765
59,2640,1971,669,1756,884,2428,672,1435,1231,168,1053,116,2809,2392,417,70,12.6705875880026,2.60155200238985,1.21760383868585,4.10827329528241,672,884,669,1053,1231,417,0.276771004942339,0.857839721254355,0.148451406194375,0.746590909090909,0.665151515151515
60,2648,2003,645,1794,854,2443,649,1430,1222,172,1093,121,2874,2432,442,68,12.7117954238474,2.60724523883305,1.21599152499184,4.10739853451765,649,854,645,1093,1222,442,0.265656979124028,0.854545454545454,0.153792623521225,0.756419939577039,0.677492447129909
61,2659,1999,660,1804,855,2467,663,1425,1218,170,1061,120,2930,2482,448,74,12.7474789688853,2.61164267346698,1.21436499657619,4.09828512826165,663,855,660,1061,1218,448,0.268747466558573,0.854736842105263,0.152901023890785,0.751786385859346,0.678450545317789
62,2673,1959,714,1816,857,2490,674,1420,1205,177,1227,130,2939,2511,428,76,12.7432063842545,2.61484706300025,1.21296761392468,4.12064073150219,674,857,714,1227,1205,428,0.270682730923695,0.848591549295775,0.145627764545764,0.732884399551066,0.679386457164235
63,2689,1970,719,1840,849,2502,662,1418,1204,174,1162,130,2919,2451,468,78,12.8003133334983,2.61770046545651,1.21757996262813,4.10412399028146,662,849,719,1162,1204,468,0.264588329336531,0.849083215796897,0.16032887975334,0.732614354778728,0.684269245072518
64,2704,2027,677,1864,840,2517,653,1417,1199,178,1177,138,2934,2508,426,81,12.8807792719988,2.6223240977233,1.21493222524903,4.11858078141884,653,840,677,1177,1199,426,0.259435836313071,0.846153846153846,0.14519427402863,0.749630177514793,0.689349112426035
65,2716,2056,660,1895,821,2530,635,1414,1192,181,1202,138,3012,2569,443,87,12.9281731982279,2.62857843208323,1.2146304932191,4.14970418246468,635,821,660,1202,1192,443,0.25098814229249,0.842998585572843,0.147078353253652,0.75699558173785,0.697717231222386
66,2729,2112,617,1916,813,2541,625,1412,1192,179,1110,128,3029,2597,432,86,13.000306359086,2.63541134182565,1.21278585354914,4.12283944635343,625,813,617,1110,1192,432,0.245966155057064,0.844192634560907,0.142621327170683,0.773909857090509,0.702088677171125
67,2741,2106,635,1921,820,2560,639,1407,1178,186,1242,131,3089,2667,422,91,13.022411388092,2.64291252739688,1.21385660208108,4.15476119042235,639,820,635,1242,1178,422,0.249609375,0.837242359630419,0.136613790870832,0.768332725282744,0.700839109813936
68,2751,2111,640,1936,815,2581,645,1407,1176,187,1255,130,3100,2700,400,90,13.0744594833998,2.6520378119136,1.21502651388419,4.1642271268647,645,815,640,1255,1176,400,0.249903138318481,0.835820895522388,0.129032258064516,0.767357324609233,0.70374409305707
69,2759,2130,629,1960,799,2600,640,1403,1167,190,1290,140,3130,2709,421,97,13.1096375575589,2.66044054499464,1.21397788235926,4.17810861777357,640,799,629,1290,1167,421,0.246153846153846,0.831789023521026,0.134504792332268,0.772018847408481,0.710402319681044
70,2771,2148,623,1985,786,2613,628,1399,1162,190,1272,133,3172,2734,438,95,13.1750183436511,2.67067706906784,1.21369975239055,4.18341643355485,628,786,623,1272,1162,438,0.24033677765021,0.830593280914939,0.138083228247163,0.775171418260556,0.716347888848791
71,2782,2174,608,2011,771,2628,617,1400,1150,200,1426,143,3174,2742,432,90,13.2041648298243,2.67961994314669,1.21495308584233,4.23191442039215,617,771,608,1426,1150,432,0.234779299847793,0.821428571428571,0.136105860113422,0.781452192667146,0.722861250898634
72,2788,2180,608,2033,755,2642,609,1399,1150,198,1384,140,3241,2792,449,91,13.2527316049975,2.68831132684276,1.21412094935775,4.21288424338427,609,755,608,1384,1150,449,0.230507191521575,0.822015725518227,0.138537488429497,0.781922525107604,0.729196556671449
73,2797,2208,589,2049,748,2661,612,1398,1147,199,1374,142,3243,2821,422,92,13.3204355013208,2.69777980991962,1.21369063597805,4.22628107433512,612,748,589,1374,1147,422,0.229988726042841,0.820457796852647,0.130126426148628,0.789417232749374,0.732570611369324
74,2816,2267,549,2065,751,2680,615,1393,1135,204,1405,144,3296,2850,446,89,13.3685369582796,2.70823172377571,1.21336079366389,4.24539581214545,615,751,549,1405,1135,446,0.229477611940299,0.814788226848528,0.135315533980583,0.805042613636364,0.733309659090909
75,2824,2303,521,2099,725,2699,600,1392,1134,202,1333,135,3360,2938,422,87,13.4050277580259,2.71863491998617,1.2157069219659,4.23759873558994,600,725,521,1333,1134,422,0.222304557243423,0.814655172413793,0.125595238095238,0.815509915014164,0.743271954674221
76,2838,2324,514,2122,716,2716,594,1390,1128,206,1384,134,3397,3006,391,102,13.4564748756737,2.72922900200721,1.21461242234413,4.2346136785337,594,716,514,1384,1128,391,0.218703976435935,0.811510791366907,0.115101560200177,0.818886539816772,0.747709654686399
77,2851,2342,509,2159,692,2733,574,1387,1129,200,1258,126,3414,3063,351,111,13.5136493020447,2.74406844095455,1.21383738322263,4.23024014085307,574,692,509,1258,1129,351,0.210025612879619,0.813987022350397,0.102811950790861,0.821466152227289,0.757278148018239
78,2863,2373,490,2184,679,2755,571,1384,1115,206,1335,129,3412,3078,334,111,13.5666249237209,2.75972942642724,1.21437400405499,4.23721966176229,571,679,490,1335,1115,334,0.207259528130671,0.805635838150289,0.0978898007033998,0.828850855745721,0.762836185819071
79,2878,2390,488,2206,672,2773,567,1378,1105,209,1372,122,3460,3109,351,111,13.6068936440916,2.77613397315754,1.21422123719682,4.28914567982009,567,672,488,1372,1105,351,0.204471691309052,0.80188679245283,0.101445086705202,0.830437804030577,0.766504517025712
80,2886,2403,483,2237,649,2785,548,1376,1104,204,1269,126,3490,3152,338,121,13.6247196646523,2.79394330375205,1.21867274990205,4.25603189538418,548,649,483,1269,1104,338,0.196768402154399,0.802325581395349,0.0968481375358166,0.832640332640333,0.775121275121275
81,2902,2422,480,2243,659,2802,559,1377,1094,212,1394,143,3545,3193,352,109,13.6623654681692,2.80918618703264,1.22573368101198,4.28601702228413,559,659,480,1394,1094,352,0.199500356887937,0.794480755265069,0.0992947813822285,0.834596829772571,0.772915230875258
82,2914,2400,514,2268,646,2816,548,1378,1093,211,1398,141,3591,3207,384,105,13.7188228491716,2.82523955515017,1.23228402718079,4.26943840450964,548,646,514,1398,1093,384,0.194602272727273,0.793178519593614,0.106934001670844,0.823610157858614,0.77831159917639
83,2924,2428,496,2267,657,2835,568,1378,1084,215,1442,146,3575,3174,401,109,13.7250956283831,2.83995985377309,1.23226583461823,4.28304133844219,568,657,496,1442,1084,401,0.200352733686067,0.786647314949202,0.112167832167832,0.830369357045144,0.77530779753762
84,2936,2456,480,2303,633,2851,548,1379,1083,214,1396,150,3631,3232,399,103,13.777643434946,2.85826413397689,1.23264608228856,4.29067768027528,548,633,480,1396,1083,399,0.192213258505787,0.78535170413343,0.109887083448086,0.836512261580381,0.784400544959128
85,2949,2486,463,2310,639,2863,553,1380,1073,222,1510,170,3659,3264,395,103,13.8144736379032,2.87428597938609,1.23573262086993,4.33431947733472,553,639,463,1510,1073,395,0.193154034229829,0.777536231884058,0.107952992620935,0.842997626314005,0.783316378433367
86,2962,2522,440,2315,647,2875,560,1382,1075,222,1474,155,3730,3319,411,110,13.8728247566463,2.88774335326494,1.23395899697321,4.32174459166814,560,647,440,1474,1075,411,0.194782608695652,0.777858176555716,0.110187667560322,0.851451721809588,0.781566509115463
87,2974,2524,450,2315,659,2887,572,1386,1078,223,1490,155,3784,3345,439,115,13.9292376642435,2.90092849984548,1.23044664869981,4.32633695785225,572,659,450,1490,1078,439,0.198129546241773,0.777777777777778,0.116014799154334,0.848688634835239,0.778412911903161
88,2986,2536,450,2326,660,2908,582,1382,1071,225,1514,159,3767,3344,423,120,13.9702077981846,2.91371555393881,1.22828696740965,4.33848102553172,582,660,450,1514,1071,423,0.200137551581843,0.774963820549928,0.112290947703743,0.849296718017415,0.778968519758875
89,3004,2569,435,2358,646,2919,561,1383,1078,219,1373,149,3801,3389,412,119,14.0260270141522,2.92764268797375,1.22575139065749,4.31855172486093,561,646,435,1373,1078,412,0.192189105858171,0.779464931308749,0.108392528282031,0.855193075898802,0.784953395472703
90,3016,2584,432,2371,645,2933,562,1382,1070,225,1466,151,3829,3433,396,117,14.0735378410923,2.94183924199776,1.22442359671925,4.33557402737103,562,645,432,1466,1070,396,0.191612683259461,0.77424023154848,0.103421258814312,0.856763925729443,0.786140583554377
91,3025,2568,457,2392,633,2947,555,1385,1079,219,1374,147,3839,3468,371,113,14.0957071906798,2.95885092224901,1.22301284308186,4.34108706200578,555,633,457,1374,1079,371,0.188327112317611,0.779061371841155,0.0966397499348789,0.848925619834711,0.790743801652893
92,3035,2611,424,2410,625,2964,554,1381,1069,224,1421,156,3847,3446,401,113,14.1549386849869,2.97532610058921,1.22201371240497,4.34016649179376,554,625,424,1421,1069,401,0.186909581646424,0.774076755973932,0.104237067845074,0.860296540362438,0.794069192751236
93,3046,2618,428,2424,622,2982,558,1382,1060,229,1504,167,3920,3528,392,127,14.2013196789438,2.99177293117412,1.22318674397757,4.35318388977494,558,622,428,1504,1060,392,0.187122736418511,0.767004341534009,0.1,0.859487852921865,0.795797767564018
94,3062,2627,435,2440,622,3002,562,1380,1051,232,1549,170,3959,3527,432,125,14.2398780599787,3.00617001532551,1.22997656342144,4.38190180160253,562,622,435,1549,1051,432,0.187208527648235,0.761594202898551,0.109118464258651,0.857935989549314,0.796864794252123
95,3073,2663,410,2448,625,3020,572,1375,1041,235,1567,165,3984,3539,445,124,14.3156085608961,3.02052100298732,1.23198899178177,4.39002843176239,572,625,410,1567,1041,445,0.189403973509934,0.757090909090909,0.111696787148594,0.866579889358933,0.796615684998373
96,3087,2686,401,2476,611,3042,566,1371,1038,231,1472,165,4050,3625,425,117,14.3596309889957,3.03675349352338,1.23234384874581,4.37251961400375,566,611,401,1472,1038,425,0.186061801446417,0.757111597374179,0.104938271604938,0.870100421120829,0.802073210236476
97,3094,2691,403,2508,586,3051,543,1372,1030,238,1593,165,4072,3634,438,124,14.4305528466542,3.05696541637731,1.24043471890145,4.39347992097717,543,586,403,1593,1030,438,0.177974434611603,0.750728862973761,0.107563850687623,0.869747899159664,0.81060116354234
98,3104,2714,390,2523,581,3068,545,1370,1031,228,1390,160,4096,3679,417,126,14.4841064541735,3.07680050905896,1.23789133249773,4.37763383921771,545,581,390,1390,1031,417,0.177640156453716,0.752554744525547,0.101806640625,0.874355670103093,0.812822164948454
99,3118,2741,377,2536,582,3080,544,1372,1023,236,1507,167,4128,3712,416,132,14.5531446726211,3.09470687085257,1.23564052866809,4.40187366104821,544,582,377,1507,1023,416,0.176623376623377,0.745626822157434,0.10077519379845,0.879089159717768,0.813341885824246
100,3135,2751,384,2551,584,3094,543,1370,1017,238,1533,165,4135,3743,392,131,14.6219262310392,3.11573204889637,1.23684505491076,4.40797404049385,543,584,384,1533,1017,392,0.175500969618617,0.742335766423358,0.0948004836759371,0.877511961722488,0.81371610845295
101,3145,2774,371,2572,573,3111,539,1366,1006,241,1564,159,4154,3793,361,139,14.6662699595833,3.13809397194818,1.23632502791046,4.42390847648928,539,573,371,1564,1006,361,0.17325618772099,0.736456808199122,0.0869041887337506,0.882034976152623,0.817806041335453
102,3161,2774,387,2574,587,3132,558,1366,1006,235,1456,156,4187,3849,338,149,14.7056695036043,3.15856500801868,1.23509818512094,4.42131959269334,558,587,387,1456,1006,338,0.17816091954023,0.736456808199122,0.0807260568426081,0.877570389117368,0.814299272382157
103,3174,2787,387,2582,592,3147,565,1366,997,240,1533,169,4225,3839,386,128,14.742389994764,3.17643960969909,1.23357005824582,4.44097918708545,565,592,387,1533,997,386,0.179536066094693,0.7298682284041,0.0913609467455621,0.878071833648393,0.813484562066793
104,3181,2825,356,2600,581,3162,562,1365,992,240,1495,161,4262,3887,375,136,14.8081965994535,3.19694354453303,1.23337921953539,4.45312064072095,562,581,356,1495,992,375,0.177735610373182,0.726739926739927,0.0879868606288128,0.88808550770198,0.817353033637221
105,3191,2848,343,2613,578,3177,564,1367,987,244,1544,157,4322,3953,369,135,14.845496909866,3.21706531575518,1.23124582314303,4.48444594906895,564,578,343,1544,987,369,0.17752596789424,0.72201901975128,0.0853771402128644,0.892510184895017,0.818865559385772
