"distance_bin","residential_rent","commercial_rent","occupied_residential","occupied_commercial","residential_vacancy_rate","commercial_vacancy_rate","n_lots"
0,9.02852764342399,5.7898515089394,4.075,5.85,0.5372635003885,0.005,40
5,9.88645270426634,5.89961879612364,6.01428571428572,5.62142857142857,0.243586810015381,0.00670351473922902,140
10,8.54100861218248,4.96785327980098,6.77916666666667,4.8375,0.163112281237281,0.0144494047619048,240
15,3.34575131704682,3.58247798445812,3.69616519174041,3.3952802359882,0.503495819978121,0.188249860594993,340
20,1.54032310089181,1.7221767650742,1.23314606741573,1.30056179775281,0.828959336543606,0.592821473158552,360
25,1.00232614027145,1.12220653447028,0.15057915057915,0.301158301158301,0.971750321750322,0.851994851994852,260
30,1,1,0,0.069620253164557,1,0.962025316455696,160
35,1,1,0,0.135593220338983,1,0.932203389830508,60
