tick,firm_type,n_firms,uniq_prices,uniq_prices_r2,min_price_gap,tie_share_r2,mean_sellthrough
333.0,6.0,1,1,1,0.0,0.0,0.9056603773584906
334.0,1.0,1,1,1,0.0,0.0,0.058823529411764705
334.0,2.0,1,1,1,0.0,0.0,0.15
334.0,3.0,1,1,1,0.0,0.0,0.0
334.0,4.0,1,1,1,0.0,0.0,1.0
334.0,5.0,1,1,1,0.0,0.0,0.7547169811320755
334.0,6.0,1,1,1,0.0,0.0,0.9065420560747663
335.0,1.0,1,1,1,0.0,0.0,0.058823529411764705
335.0,2.0,1,1,1,0.0,0.0,0.15
335.0,3.0,1,1,1,0.0,0.0,0.0
335.0,4.0,1,1,1,0.0,0.0,1.0
335.0,5.0,1,1,1,0.0,0.0,1.0
335.0,6.0,2,2,2,1.684000820087622,0.0,0.5
336.0,1.0,1,1,1,0.0,0.0,0.058823529411764705
336.0,2.0,1,1,1,0.0,0.0,0.15
336.0,3.0,1,1,1,0.0,0.0,0.0
336.0,4.0,1,1,1,0.0,0.0,1.0
336.0,5.0,1,1,1,0.0,0.0,1.0
336.0,6.0,1,1,1,0.0,0.0,1.0
337.0,1.0,1,1,1,0.0,0.0,0.058823529411764705
337.0,2.0,1,1,1,0.0,0.0,0.21
337.0,3.0,1,1,1,0.0,0.0,0.0
337.0,4.0,2,2,2,0.36968392454398025,0.0,0.5
337.0,5.0,1,1,1,0.0,0.0,1.0
337.0,6.0,1,1,1,0.0,0.0,1.0
338.0,1.0,1,1,1,0.0,0.0,0.058823529411764705
338.0,2.0,1,1,1,0.0,0.0,0.22
338.0,3.0,1,1,1,0.0,0.0,0.0
338.0,4.0,2,2,2,0.36968392454398025,0.0,1.0
338.0,5.0,1,1,1,0.0,0.0,1.0
338.0,6.0,1,1,1,0.0,0.0,1.0
339.0,1.0,1,1,1,0.0,0.0,0.058823529411764705
339.0,2.0,1,1,1,0.0,0.0,0.22
339.0,3.0,1,1,1,0.0,0.0,0.0
339.0,4.0,2,2,2,0.5489849553466915,0.0,1.0
339.0,5.0,1,1,1,0.0,0.0,0.8709677419354839
339.0,6.0,1,1,1,0.0,0.0,1.0
340.0,1.0,1,1,1,0.0,0.0,0.058823529411764705
340.0,2.0,1,1,1,0.0,0.0,0.22
340.0,3.0,1,1,1,0.0,0.0,0.0
340.0,4.0,2,2,2,0.5489849553466915,0.0,1.0
340.0,5.0,1,1,1,0.0,0.0,0.8387096774193549
340.0,6.0,1,1,1,0.0,0.0,1.0
341.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
341.0,2.0,1,1,1,0.0,0.0,0.22
341.0,3.0,1,1,1,0.0,0.0,0.0
341.0,4.0,2,2,2,0.7354580273815117,0.0,1.0
341.0,5.0,1,1,1,0.0,0.0,0.8225806451612904
341.0,6.0,1,1,1,0.0,0.0,0.9910714285714286
342.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
342.0,2.0,1,1,1,0.0,0.0,0.22
342.0,3.0,1,1,1,0.0,0.0,0.0
342.0,4.0,2,2,2,0.7354580273815117,0.0,1.0
342.0,5.0,1,1,1,0.0,0.0,0.8064516129032258
342.0,6.0,1,1,1,0.0,0.0,1.0
343.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
343.0,2.0,1,1,1,0.0,0.0,0.22
343.0,3.0,1,1,1,0.0,0.0,0.0
343.0,4.0,2,2,2,0.7354580273815117,0.0,1.0
343.0,5.0,1,1,1,0.0,0.0,0.8548387096774194
343.0,6.0,1,1,1,0.0,0.0,0.9649122807017544
344.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
344.0,2.0,1,1,1,0.0,0.0,0.29896907216494845
344.0,3.0,1,1,1,0.0,0.0,0.0
344.0,4.0,3,3,3,0.0565127799143923,0.0,0.6666666666666666
344.0,5.0,1,1,1,0.0,0.0,0.9516129032258065
344.0,6.0,1,1,1,0.0,0.0,0.9304347826086956
345.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
345.0,2.0,1,1,1,0.0,0.0,0.29896907216494845
345.0,3.0,1,1,1,0.0,0.0,0.0
345.0,4.0,3,3,3,0.0565127799143923,0.0,0.9444444444444445
345.0,5.0,1,1,1,0.0,0.0,0.8548387096774194
345.0,6.0,1,1,1,0.0,0.0,0.7217391304347827
346.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
346.0,2.0,1,1,1,0.0,0.0,0.3118279569892473
346.0,3.0,1,1,1,0.0,0.0,0.0
346.0,4.0,3,3,3,0.0565127799143923,0.0,0.9166666666666666
346.0,5.0,1,1,1,0.0,0.0,0.8387096774193549
346.0,6.0,1,1,1,0.0,0.0,0.7456140350877193
347.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
347.0,2.0,1,1,1,0.0,0.0,0.3020833333333333
347.0,3.0,1,1,1,0.0,0.0,0.0
347.0,4.0,3,3,3,0.0565127799143923,0.0,0.8611111111111112
347.0,5.0,1,1,1,0.0,0.0,0.9166666666666666
347.0,6.0,1,1,1,0.0,0.0,0.6869565217391305
348.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
348.0,2.0,1,1,1,0.0,0.0,0.3125
348.0,3.0,1,1,1,0.0,0.0,0.0
348.0,4.0,3,3,3,0.2504447748306049,0.0,0.8809523809523809
348.0,5.0,1,1,1,0.0,0.0,0.8852459016393442
348.0,6.0,1,1,1,0.0,0.0,0.7256637168141593
349.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
349.0,2.0,1,1,1,0.0,0.0,0.3125
349.0,3.0,1,1,1,0.0,0.0,0.0
349.0,4.0,3,3,3,0.2504447748306049,0.0,0.8809523809523809
349.0,5.0,1,1,1,0.0,0.0,0.8852459016393442
349.0,6.0,1,1,1,0.0,0.0,0.7321428571428571
350.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
350.0,2.0,1,1,1,0.0,0.0,0.3125
350.0,3.0,1,1,1,0.0,0.0,0.0
350.0,4.0,3,3,3,0.2504447748306049,0.0,0.8571428571428571
350.0,5.0,1,1,1,0.0,0.0,0.8524590163934426
350.0,6.0,1,1,1,0.0,0.0,0.6991150442477876
351.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
351.0,2.0,1,1,1,0.0,0.0,0.3125
351.0,3.0,1,1,1,0.0,0.0,0.0
351.0,4.0,3,3,3,0.2504447748306049,0.0,0.8333333333333334
351.0,5.0,1,1,1,0.0,0.0,0.8360655737704918
351.0,6.0,1,1,1,0.0,0.0,0.7232142857142857
352.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
352.0,2.0,1,1,1,0.0,0.0,0.30927835051546393
352.0,3.0,1,1,1,0.0,0.0,0.0
352.0,4.0,3,3,3,0.34333735287237666,0.0,0.8095238095238096
352.0,5.0,1,1,1,0.0,0.0,0.819672131147541
352.0,6.0,1,1,1,0.0,0.0,0.7454545454545455
353.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
353.0,2.0,1,1,1,0.0,0.0,0.30927835051546393
353.0,3.0,1,1,1,0.0,0.0,0.0
353.0,4.0,3,3,3,0.2604625658238291,0.0,0.8611111111111112
353.0,5.0,1,1,1,0.0,0.0,0.8064516129032258
353.0,6.0,1,1,1,0.0,0.0,0.6721311475409836
354.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
354.0,2.0,1,1,1,0.0,0.0,0.30392156862745096
354.0,3.0,1,1,1,0.0,0.0,0.0
354.0,4.0,3,3,3,0.2604625658238291,0.0,0.8333333333333334
354.0,5.0,1,1,1,0.0,0.0,0.8709677419354839
354.0,6.0,1,1,1,0.0,0.0,0.6065573770491803
355.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
355.0,2.0,1,1,1,0.0,0.0,0.3137254901960784
355.0,3.0,1,1,1,0.0,0.0,0.0
355.0,4.0,3,3,3,0.2604625658238291,0.0,0.75
355.0,5.0,1,1,1,0.0,0.0,0.8548387096774194
355.0,6.0,1,1,1,0.0,0.0,0.6229508196721312
356.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
356.0,2.0,1,1,1,0.0,0.0,0.3137254901960784
356.0,3.0,1,1,1,0.0,0.0,0.0
356.0,4.0,3,3,3,0.17201533779833955,0.0,0.8125
356.0,5.0,1,1,1,0.0,0.0,0.8387096774193549
356.0,6.0,1,1,1,0.0,0.0,0.6147540983606558
357.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
357.0,2.0,1,1,1,0.0,0.0,0.3137254901960784
357.0,3.0,1,1,1,0.0,0.0,0.0
357.0,4.0,3,3,3,0.020442391758149547,0.0,0.7916666666666666
357.0,5.0,1,1,1,0.0,0.0,0.9032258064516129
357.0,6.0,1,1,1,0.0,0.0,0.6033057851239669
358.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
358.0,2.0,1,1,1,0.0,0.0,0.3235294117647059
358.0,3.0,1,1,1,0.0,0.0,0.0
358.0,4.0,3,3,3,0.020442391758149547,0.0,0.7708333333333334
358.0,5.0,1,1,1,0.0,0.0,0.9193548387096774
358.0,6.0,1,1,1,0.0,0.0,0.5819672131147541
359.0,1.0,1,1,1,0.0,0.0,0.05555555555555555
359.0,2.0,1,1,1,0.0,0.0,0.3235294117647059
359.0,3.0,1,1,1,0.0,0.0,0.0
359.0,4.0,3,3,3,0.020442391758149547,0.0,0.8039215686274509
359.0,5.0,1,1,1,0.0,0.0,0.855072463768116
359.0,6.0,1,1,1,0.0,0.0,0.5737704918032787
360.0,1.0,1,1,1,0.0,0.0,0.054945054945054944
360.0,2.0,1,1,1,0.0,0.0,0.3235294117647059
360.0,3.0,1,1,1,0.0,0.0,0.0
360.0,4.0,3,3,3,0.020442391758149547,0.0,0.7843137254901961
360.0,5.0,1,1,1,0.0,0.0,0.855072463768116
360.0,6.0,1,1,1,0.0,0.0,0.5819672131147541
361.0,1.0,1,1,1,0.0,0.0,0.056179775280898875
361.0,2.0,1,1,1,0.0,0.0,0.38235294117647056
361.0,3.0,1,1,1,0.0,0.0,0.0
361.0,4.0,4,4,4,0.22059843049689842,0.0,0.5735294117647058
361.0,5.0,1,1,1,0.0,0.0,0.8695652173913043
361.0,6.0,1,1,1,0.0,0.0,0.5901639344262295
362.0,1.0,1,1,1,0.0,0.0,0.056179775280898875
362.0,2.0,1,1,1,0.0,0.0,0.3786407766990291
362.0,3.0,1,1,1,0.0,0.0,0.0
362.0,4.0,3,3,3,0.22059843049689842,0.0,0.8333333333333334
362.0,5.0,1,1,1,0.0,0.0,0.9130434782608695
362.0,6.0,1,1,1,0.0,0.0,0.5619834710743802
363.0,1.0,1,1,1,0.0,0.0,0.056179775280898875
363.0,2.0,1,1,1,0.0,0.0,0.3333333333333333
363.0,3.0,1,1,1,0.0,0.0,0.0
363.0,4.0,3,3,3,0.22059843049689842,0.0,0.75
363.0,5.0,1,1,1,0.0,0.0,0.927536231884058
363.0,6.0,1,1,1,0.0,0.0,0.5702479338842975
364.0,1.0,1,1,1,0.0,0.0,0.056179775280898875
364.0,2.0,1,1,1,0.0,0.0,0.3235294117647059
364.0,3.0,1,1,1,0.0,0.0,0.0
364.0,4.0,3,3,3,0.4287607107851974,0.0,0.7222222222222223
364.0,5.0,1,1,1,0.0,0.0,1.0
364.0,6.0,1,1,1,0.0,0.0,0.6
365.0,1.0,1,1,1,0.0,0.0,0.056179775280898875
365.0,2.0,1,1,1,0.0,0.0,0.3235294117647059
365.0,3.0,1,1,1,0.0,0.0,0.0
365.0,4.0,3,3,3,0.4287607107851974,0.0,0.6944444444444443
365.0,5.0,1,1,1,0.0,0.0,0.9565217391304348
365.0,6.0,1,1,1,0.0,0.0,0.6470588235294118
366.0,1.0,1,1,1,0.0,0.0,0.056179775280898875
366.0,2.0,1,1,1,0.0,0.0,0.34
366.0,3.0,1,1,1,0.0,0.0,0.0
366.0,4.0,3,3,3,0.6452494822850277,0.0,0.9206349206349206
366.0,5.0,1,1,1,0.0,0.0,0.9571428571428572
366.0,6.0,1,1,1,0.0,0.0,0.6363636363636364
367.0,1.0,1,1,1,0.0,0.0,0.056179775280898875
367.0,2.0,1,1,1,0.0,0.0,0.34
367.0,3.0,1,1,1,0.0,0.0,0.0
367.0,4.0,2,2,2,1.2756764350587533,0.0,1.0
367.0,5.0,1,1,1,0.0,0.0,0.9857142857142858
367.0,6.0,1,1,1,0.0,0.0,0.7295081967213115
368.0,1.0,1,1,1,0.0,0.0,0.056179775280898875
368.0,2.0,1,1,1,0.0,0.0,0.2871287128712871
368.0,3.0,1,1,1,0.0,0.0,0.0
368.0,4.0,2,2,2,1.2756764350587533,0.0,1.0
368.0,5.0,1,1,1,0.0,0.0,0.9714285714285714
368.0,6.0,1,1,1,0.0,0.0,0.7295081967213115
369.0,1.0,1,1,1,0.0,0.0,0.056179775280898875
369.0,2.0,1,1,1,0.0,0.0,0.2871287128712871
369.0,3.0,1,1,1,0.0,0.0,0.0
369.0,4.0,2,2,2,1.5008247574185773,0.0,1.0
369.0,5.0,1,1,1,0.0,0.0,0.9295774647887324
369.0,6.0,1,1,1,0.0,0.0,0.7520661157024794
370.0,1.0,1,1,1,0.0,0.0,0.056179775280898875
370.0,2.0,1,1,1,0.0,0.0,0.28431372549019607
370.0,3.0,1,1,1,0.0,0.0,0.0
370.0,4.0,2,2,2,1.5008247574185773,0.0,1.0
370.0,5.0,2,2,2,0.3174406495385975,0.0,0.4927536231884058
370.0,6.0,1,1,1,0.0,0.0,0.8181818181818182
371.0,1.0,1,1,1,0.0,0.0,0.058823529411764705
371.0,2.0,1,1,1,0.0,0.0,0.28431372549019607
371.0,3.0,1,1,1,0.0,0.0,0.0
371.0,4.0,2,2,2,1.5008247574185773,0.0,1.0
371.0,5.0,2,2,2,0.3174406495385975,0.0,0.5487540628385699
371.0,6.0,1,1,1,0.0,0.0,0.8278688524590164
372.0,1.0,1,1,1,0.0,0.0,0.05747126436781609
372.0,2.0,1,1,1,0.0,0.0,0.30392156862745096
372.0,3.0,1,1,1,0.0,0.0,0.0
372.0,4.0,2,2,2,1.326703492461104,0.0,1.0
372.0,5.0,1,1,1,0.0,0.0,0.9295774647887324
372.0,6.0,1,1,1,0.0,0.0,0.8442622950819673
373.0,1.0,1,1,1,0.0,0.0,0.056818181818181816
373.0,2.0,1,1,1,0.0,0.0,0.35294117647058826
373.0,3.0,1,1,1,0.0,0.0,0.0
373.0,4.0,3,3,3,0.2686614543598038,0.0,0.6518518518518519
373.0,5.0,1,1,1,0.0,0.0,0.971830985915493
373.0,6.0,1,1,1,0.0,0.0,0.7686567164179104
374.0,1.0,1,1,1,0.0,0.0,0.056818181818181816
374.0,2.0,1,1,1,0.0,0.0,0.34615384615384615
374.0,3.0,1,1,1,0.0,0.0,0.0
374.0,4.0,3,3,3,0.2686614543598038,0.0,0.8962962962962964
374.0,5.0,1,1,1,0.0,0.0,0.9444444444444444
374.0,6.0,1,1,1,0.0,0.0,0.7894736842105263
375.0,1.0,1,1,1,0.0,0.0,0.056818181818181816
375.0,2.0,1,1,1,0.0,0.0,0.34615384615384615
375.0,3.0,1,1,1,0.0,0.0,0.0
375.0,4.0,3,3,3,0.4604940280899683,0.0,0.8962962962962964
375.0,5.0,1,1,1,0.0,0.0,0.9305555555555556
375.0,6.0,1,1,1,0.0,0.0,0.7910447761194029
376.0,1.0,1,1,1,0.0,0.0,0.056818181818181816
376.0,2.0,1,1,1,0.0,0.0,0.34615384615384615
376.0,3.0,1,1,1,0.0,0.0,0.0
376.0,4.0,3,3,3,0.4604940280899683,0.0,0.8888888888888888
376.0,5.0,1,1,1,0.0,0.0,0.9444444444444444
376.0,6.0,1,1,1,0.0,0.0,0.7985074626865671
377.0,1.0,1,1,1,0.0,0.0,0.056818181818181816
377.0,2.0,1,1,1,0.0,0.0,0.36538461538461536
377.0,3.0,1,1,1,0.0,0.0,0.0
377.0,4.0,3,3,3,0.2794079125341957,0.0,0.8740740740740741
377.0,5.0,1,1,1,0.0,0.0,0.9305555555555556
377.0,6.0,1,1,1,0.0,0.0,0.8
378.0,1.0,1,1,1,0.0,0.0,0.056818181818181816
378.0,2.0,1,1,1,0.0,0.0,0.36538461538461536
378.0,3.0,1,1,1,0.0,0.0,0.0
378.0,4.0,3,3,3,0.47891378921356687,0.0,0.8666666666666667
378.0,5.0,1,1,1,0.0,0.0,1.0
378.0,6.0,1,1,1,0.0,0.0,0.8222222222222222
379.0,1.0,1,1,1,0.0,0.0,0.056818181818181816
379.0,2.0,1,1,1,0.0,0.0,0.3619047619047619
379.0,3.0,1,1,1,0.0,0.0,0.0
379.0,4.0,3,3,3,0.47891378921356687,0.0,0.8888888888888888
379.0,5.0,1,1,1,0.0,0.0,0.9868421052631579
379.0,6.0,1,1,1,0.0,0.0,0.7777777777777778
380.0,1.0,1,1,1,0.0,0.0,0.07865168539325842
380.0,2.0,1,1,1,0.0,0.0,0.3904761904761905
380.0,3.0,1,1,1,0.0,0.0,0.0
380.0,4.0,3,3,3,0.4592174759452181,0.0,0.8592592592592592
380.0,5.0,1,1,1,0.0,0.0,0.9342105263157895
380.0,6.0,1,1,1,0.0,0.0,0.835820895522388
381.0,1.0,1,1,1,0.0,0.0,0.1111111111111111
381.0,2.0,1,1,1,0.0,0.0,0.45544554455445546
381.0,3.0,2,2,2,0.839728781735082,0.0,0.0
381.0,4.0,3,3,3,0.4592174759452181,0.0,0.8592592592592592
381.0,5.0,1,1,1,0.0,0.0,1.0
381.0,6.0,1,1,1,0.0,0.0,0.8444444444444444
382.0,1.0,1,1,1,0.0,0.0,0.1111111111111111
382.0,2.0,1,1,1,0.0,0.0,0.4423076923076923
382.0,3.0,2,2,2,0.9832326662729627,0.0,0.0
382.0,4.0,3,3,3,0.4592174759452181,0.0,0.8444444444444444
382.0,5.0,1,1,1,0.0,0.0,0.974025974025974
382.0,6.0,1,1,1,0.0,0.0,0.8074074074074075
383.0,1.0,1,1,1,0.0,0.0,0.1111111111111111
383.0,2.0,1,1,1,0.0,0.0,0.4326923076923077
383.0,3.0,1,1,1,0.0,0.0,0.0
383.0,4.0,3,3,3,0.4592174759452181,0.0,0.837037037037037
383.0,5.0,1,1,1,0.0,0.0,0.8831168831168831
383.0,6.0,1,1,1,0.0,0.0,0.8656716417910447
384.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
384.0,2.0,1,1,1,0.0,0.0,0.41346153846153844
384.0,3.0,1,1,1,0.0,0.0,0.0
384.0,4.0,3,3,3,0.4592174759452181,0.0,0.8148148148148149
384.0,5.0,1,1,1,0.0,0.0,1.0
384.0,6.0,1,1,1,0.0,0.0,0.8296296296296296
385.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
385.0,2.0,1,1,1,0.0,0.0,0.41346153846153844
385.0,3.0,1,1,1,0.0,0.0,0.0
385.0,4.0,3,3,3,0.4592174759452181,0.0,0.8148148148148149
385.0,5.0,1,1,1,0.0,0.0,0.948051948051948
385.0,6.0,1,1,1,0.0,0.0,0.8148148148148148
386.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
386.0,2.0,1,1,1,0.0,0.0,0.4807692307692308
386.0,3.0,1,1,1,0.0,0.0,0.0
386.0,4.0,3,3,3,0.4592174759452181,0.0,0.7722222222222221
386.0,5.0,1,1,1,0.0,0.0,0.961038961038961
386.0,6.0,1,1,1,0.0,0.0,0.8148148148148148
387.0,1.0,1,1,1,0.0,0.0,0.06593406593406594
387.0,2.0,1,1,1,0.0,0.0,0.5142857142857142
387.0,3.0,1,1,1,0.0,0.0,0.0
387.0,4.0,4,4,4,0.4592174759452181,0.0,0.575
387.0,5.0,1,1,1,0.0,0.0,1.0
387.0,6.0,1,1,1,0.0,0.0,0.8222222222222222
388.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
388.0,2.0,1,1,1,0.0,0.0,0.5333333333333333
388.0,3.0,1,1,1,0.0,0.0,0.0
388.0,4.0,4,4,4,0.30220759819698717,0.0,0.775
388.0,5.0,1,1,1,0.0,0.0,1.0
388.0,6.0,1,1,1,0.0,0.0,0.8222222222222222
389.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
389.0,2.0,1,1,1,0.0,0.0,0.5333333333333333
389.0,3.0,1,1,1,0.0,0.0,0.0
389.0,4.0,4,4,4,0.30220759819698717,0.0,0.7704918032786885
389.0,5.0,1,1,1,0.0,0.0,0.9125
389.0,6.0,1,1,1,0.0,0.0,0.8444444444444444
390.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
390.0,2.0,1,1,1,0.0,0.0,0.5333333333333333
390.0,3.0,1,1,1,0.0,0.0,0.0
390.0,4.0,4,4,4,0.30220759819698717,0.0,0.7663934426229508
390.0,5.0,1,1,1,0.0,0.0,0.9135802469135802
390.0,6.0,1,1,1,0.0,0.0,0.8283582089552238
391.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
391.0,2.0,1,1,1,0.0,0.0,0.5428571428571428
391.0,3.0,1,1,1,0.0,0.0,0.0
391.0,4.0,4,4,4,0.30220759819698717,0.0,0.7622950819672132
391.0,5.0,1,1,1,0.0,0.0,1.0
391.0,6.0,1,1,1,0.0,0.0,0.8148148148148148
392.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
392.0,2.0,1,1,1,0.0,0.0,0.5523809523809524
392.0,3.0,1,1,1,0.0,0.0,0.0
392.0,4.0,4,4,4,0.30220759819698717,0.0,0.7581967213114754
392.0,5.0,1,1,1,0.0,0.0,0.9382716049382716
392.0,6.0,1,1,1,0.0,0.0,0.9037037037037037
393.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
393.0,2.0,1,1,1,0.0,0.0,0.5523809523809524
393.0,3.0,1,1,1,0.0,0.0,0.0
393.0,4.0,4,4,4,0.30220759819698717,0.0,0.7704918032786885
393.0,5.0,1,1,1,0.0,0.0,0.9135802469135802
393.0,6.0,1,1,1,0.0,0.0,0.8367346938775511
394.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
394.0,2.0,1,1,1,0.0,0.0,0.5420560747663551
394.0,3.0,1,1,1,0.0,0.0,0.0
394.0,4.0,4,4,4,0.24343191972880973,0.0,0.7663934426229508
394.0,5.0,1,1,1,0.0,0.0,0.9625
394.0,6.0,1,1,1,0.0,0.0,0.8367346938775511
395.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
395.0,2.0,1,1,1,0.0,0.0,0.5420560747663551
395.0,3.0,1,1,1,0.0,0.0,0.0
395.0,4.0,4,4,4,0.019014941263745477,0.0,0.6147540983606558
395.0,5.0,1,1,1,0.0,0.0,0.95
395.0,6.0,1,1,1,0.0,0.0,0.8503401360544217
396.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
396.0,2.0,1,1,1,0.0,0.0,0.5514018691588785
396.0,3.0,1,1,1,0.0,0.0,0.0
396.0,4.0,4,4,4,0.019014941263745477,0.0,0.610655737704918
396.0,5.0,1,1,1,0.0,0.0,1.0
396.0,6.0,1,1,1,0.0,0.0,0.8275862068965517
397.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
397.0,2.0,1,1,1,0.0,0.0,0.5514018691588785
397.0,3.0,1,1,1,0.0,0.0,0.0
397.0,4.0,4,4,4,0.019014941263745477,0.0,0.6065573770491803
397.0,5.0,1,1,1,0.0,0.0,1.0
397.0,6.0,1,1,1,0.0,0.0,0.8461538461538461
398.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
398.0,2.0,1,1,1,0.0,0.0,0.5514018691588785
398.0,3.0,1,1,1,0.0,0.0,0.0
398.0,4.0,4,4,4,0.019014941263745477,0.0,0.610655737704918
398.0,5.0,1,1,1,0.0,0.0,1.0
398.0,6.0,1,1,1,0.0,0.0,0.8263888888888888
399.0,1.0,1,1,1,0.0,0.0,0.07692307692307693
399.0,2.0,1,1,1,0.0,0.0,0.5607476635514018
399.0,3.0,1,1,1,0.0,0.0,0.0
399.0,4.0,3,3,3,0.7614250741422053,0.0,0.8306010928961749
399.0,5.0,1,1,1,0.0,0.0,0.8913043478260869
399.0,6.0,1,1,1,0.0,0.0,0.8493150684931506
400.0,1.0,1,1,1,0.0,0.0,0.08791208791208792
400.0,2.0,1,1,1,0.0,0.0,0.4766355140186916
400.0,3.0,1,1,1,0.0,0.0,0.0
400.0,4.0,3,3,3,0.7614250741422053,0.0,0.8306010928961749
400.0,5.0,1,1,1,0.0,0.0,0.8260869565217391
400.0,6.0,1,1,1,0.0,0.0,0.8424657534246576
401.0,1.0,1,1,1,0.0,0.0,0.08602150537634409
401.0,2.0,1,1,1,0.0,0.0,0.4766355140186916
401.0,3.0,1,1,1,0.0,0.0,0.0
401.0,4.0,3,3,3,0.7614250741422053,0.0,0.8360655737704917
401.0,5.0,1,1,1,0.0,0.0,0.8387096774193549
401.0,6.0,1,1,1,0.0,0.0,0.8356164383561644
402.0,1.0,1,1,1,0.0,0.0,0.08602150537634409
402.0,2.0,1,1,1,0.0,0.0,0.4722222222222222
402.0,3.0,1,1,1,0.0,0.0,0.0
402.0,4.0,3,3,3,0.5577278218536765,0.0,0.8360655737704917
402.0,5.0,1,1,1,0.0,0.0,0.9354838709677419
402.0,6.0,1,1,1,0.0,0.0,0.8287671232876712
403.0,1.0,1,1,1,0.0,0.0,0.08602150537634409
403.0,2.0,1,1,1,0.0,0.0,0.5092592592592593
403.0,3.0,1,1,1,0.0,0.0,0.0
403.0,4.0,3,3,3,0.5577278218536765,0.0,0.7814207650273225
403.0,5.0,1,1,1,0.0,0.0,0.9139784946236559
403.0,6.0,1,1,1,0.0,0.0,0.815068493150685
404.0,1.0,1,1,1,0.0,0.0,0.08602150537634409
404.0,2.0,1,1,1,0.0,0.0,0.5092592592592593
404.0,3.0,1,1,1,0.0,0.0,0.0
404.0,4.0,3,3,3,0.5577278218536765,0.0,0.7759562841530054
404.0,5.0,1,1,1,0.0,0.0,0.946236559139785
404.0,6.0,1,1,1,0.0,0.0,0.8082191780821918
405.0,1.0,1,1,1,0.0,0.0,0.08602150537634409
405.0,2.0,1,1,1,0.0,0.0,0.5092592592592593
405.0,3.0,1,1,1,0.0,0.0,0.0
405.0,4.0,3,3,3,0.5577278218536765,0.0,0.7759562841530054
405.0,5.0,1,1,1,0.0,0.0,0.8723404255319149
405.0,6.0,1,1,1,0.0,0.0,0.8231292517006803
406.0,1.0,1,1,1,0.0,0.0,0.12643678160919541
406.0,2.0,1,1,1,0.0,0.0,0.5833333333333334
406.0,3.0,2,2,2,1.6748889133409293,0.0,0.0
406.0,4.0,3,3,3,0.5577278218536765,0.0,0.7522522522522523
406.0,5.0,1,1,1,0.0,0.0,0.8936170212765957
406.0,6.0,1,1,1,0.0,0.0,0.8231292517006803
407.0,1.0,1,1,1,0.0,0.0,0.12222222222222222
407.0,2.0,1,1,1,0.0,0.0,0.5833333333333334
407.0,3.0,2,2,2,1.6748889133409293,0.0,0.0
407.0,4.0,3,3,3,0.5577278218536765,0.0,0.7477477477477477
407.0,5.0,1,1,1,0.0,0.0,0.8829787234042553
407.0,6.0,1,1,1,0.0,0.0,0.8344827586206897
408.0,1.0,1,1,1,0.0,0.0,0.12222222222222222
408.0,2.0,1,1,1,0.0,0.0,0.5833333333333334
408.0,3.0,1,1,1,0.0,0.0,0.0
408.0,4.0,3,3,3,0.5577278218536765,0.0,0.7522522522522523
408.0,5.0,1,1,1,0.0,0.0,0.9468085106382979
408.0,6.0,1,1,1,0.0,0.0,0.7876712328767124
409.0,1.0,1,1,1,0.0,0.0,0.08888888888888889
409.0,2.0,1,1,1,0.0,0.0,0.5648148148148148
409.0,3.0,1,1,1,0.0,0.0,0.0
409.0,4.0,3,3,3,0.5577278218536765,0.0,0.7477477477477477
409.0,5.0,1,1,1,0.0,0.0,1.0
409.0,6.0,1,1,1,0.0,0.0,0.8163265306122449
410.0,1.0,1,1,1,0.0,0.0,0.08791208791208792
410.0,2.0,1,1,1,0.0,0.0,0.5648148148148148
410.0,3.0,1,1,1,0.0,0.0,0.0
