cause,tick_count,committed_units,realized_units,mean_throughput,mean_feasible_fill,mean_switch_out,mean_over_budget_out,share_of_low_ticks,share_of_low_committed
demand_shortfall,207,8522.0,1815.0,0.16576152041984105,1.0009299941612688,0.0,0.0,0.9951923076923077,0.9984768599882835
mixed_shortfall,1,13.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.004807692307692308,0.0015231400117164617
