reason,ticks_with_reason,mean_abs_d_sales_when_present,mean_abs_d_sales_when_absent,present_absent_ratio,corr_count_vs_abs_d_sales
preferred_inactive,189,12.73015873015873,8.240698399501143,1.54479124377727,0.0740257475869826
preferred_over_budget,21,11.714285714285714,8.39646515364531,1.3951449210981335,0.011199680126993856
scheduled_review,210,10.914285714285715,8.30062630480167,1.3148749640701352,0.014126295794168464
preferred_stockout,109,10.403669724770642,8.36597832754038,1.2435688113752679,0.024918750648599584
preferred_price_jump,3,2.6666666666666665,8.413848308985392,0.31693781118193637,-0.004819347517263657
