cause_label,mean_pre_revenue_slope,mean_pre_sales_slope,mean_pre_sellthrough,mean_pre_input_scale,mean_pre_net_switch,n_failures
mixed_margin_failure,0.04048740871284615,0.019061976923971373,0.11644696553033795,0.10283886242340491,0.056962025316455694,316
stockout_service_failure,5.247691117183105,1.07923010302517,0.8693575900946313,0.9891191127831771,0.0,37
input_bottleneck_stockout,1.1723101962064504,0.23532120032061118,0.9067432032336208,0.26612266135841606,0.0,27
demand_collapse,-5.446979745661515,-0.8042213883677298,0.2787291357067948,0.8388986504232718,0.0,5
high_volatility_margin_thin,0.08031331160934765,0.06539801661752881,0.03277475747558551,0.7142857142857143,0.0,2
