metric,value
overall_switched_over_budget_share,0.0
b2c_low_ticks,208.0
b2c_low_ticks_with_any_over_budget,0.0
mean_over_budget_share_on_b2c_low_ticks,0.0
median_goods_price_on_b2c_low_ticks,5.774501658271955
