tick,firm_id,firm_type,reason,cash_before_exit,revenue_this_tick,wages_this_tick,commercial_rent_this_tick,capital_rental_this_tick,process_rental_this_tick,input_cost_this_tick,profit_this_tick,worker_count,capital_units,process_count,commercial_units,last_plan_tick,last_plan_passed,last_plan_projected_end_cash,last_plan_total_cost,last_plan_buffer
1105,53,5,negative_cash,-0.09101369467791187,0.0,18.449878656017184,1.0,0.5,0.6,70.0,-90.54987865601719,2,2,1,1,1072,1,3071.6048606099043,0.0,0.0
1112,46,6,negative_cash,-21.82261926406079,128.254846983612,91.0,1.0,1.5,3.0,76.92,-45.165153016388004,9,6,5,1,1097,1,120.4775376896157,2405.333333333333,625.0371878760773
1117,54,5,negative_cash,-46.82474176876684,15.0,18.5965381829763,1.0,0.5,0.6,63.0,-68.6965381829763,2,2,1,1,1081,1,3013.7021601385027,0.0,0.0
1155,57,5,negative_cash,-86.09412263813272,0.0,19.43682112303746,1.0,0.5,0.6,68.95127813642823,-90.48809925946568,2,2,1,1,1121,1,3013.7429894426286,0.0,0.0
1164,45,6,negative_cash,-52.720921885541685,158.4553991541367,110.0,1.0,2.5,3.0,98.0,-56.0446008458633,11,10,5,1,1149,1,150.4721813604025,2772.95652173913,716.7056674933955
1168,49,1,negative_cash,-4.581076731622165,3.4626699791224,10.0,3.0,0.5,0.6,0.0,-10.6373300208776,1,2,1,3,1151,1,143.00693320574504,82.0,20.5
1193,59,5,negative_cash,-56.646491096311365,0.0,19.02247174526642,1.0,0.5,0.6,69.44649004489587,-90.56896179016229,2,2,1,1,1156,1,3233.8723599324185,0.0,0.0
1234,63,5,negative_cash,-63.047543807036305,0.0,19.006238141270963,1.0,0.5,0.6,62.83988029835057,-83.94611843962153,2,2,1,1,1198,1,3016.030529367171,0.0,0.0
1240,51,6,negative_cash,-60.71418539790298,0.0,70.45113364308705,0.0,2.0,1.7999999999999998,0.0,-74.25113364308704,7,8,3,0,1223,1,114.66594433925638,2063.8275509105215,551.3377541568984
1251,52,3,negative_cash,-1.4321762297765153,0.0,0.0,3.0,0.25,0.6,0.0,-3.85,0,1,1,3,1248,0,-86.13217622977652,77.0,19.25
1271,39,6,negative_cash,-15.62312570950371,136.6105883085072,70.28999999999999,2.0,2.25,3.0,91.0,-31.92941169149279,7,9,5,2,1253,1,93.16478784592891,2783.0917103496104,710.9715179716609
1278,66,5,negative_cash,-19.26700388425462,15.0,20.23326880801641,1.0,0.5,0.6,70.0,-77.33326880801641,2,2,1,1,1243,1,3001.746745726845,0.0,0.0
