"tick","population","employed","unemployed","housed","unhoused","residential_units","vacant_residential_units","commercial_units","vacant_commercial_units","active_firms","firm_job_vacancies","firms_with_job_vacancies","committed_output","realized_sales","unsold_output","sold_out_firms","mean_wage","mean_residential_rent","mean_commercial_rent","mean_goods_price","housing_excess_supply","housing_excess_demand","labor_excess_supply","labor_excess_demand","commercial_space_excess_supply","goods_excess_supply","housing_vacancy_rate","commercial_vacancy_rate","goods_unsold_rate","employment_rate","housing_rate"
40,2486,1732,754,1546,940,2170,624,1483,1332,127,554,80,2334,1873,461,44,12.107312779166,2.5744950733057,1.17209743067048,4.19040416165384,624,940,754,554,1332,461,0.287557603686636,0.898179366149697,0.19751499571551,0.696701528559936,0.621882542236525
41,2497,1708,789,1572,925,2192,620,1476,1326,126,560,79,2373,1943,430,45,12.1322664113842,2.58484829413665,1.17012600326057,4.17076360982698,620,925,789,560,1326,430,0.282846715328467,0.898373983739837,0.181205225453013,0.684020824989988,0.629555466559872
42,2512,1736,776,1586,926,2204,618,1472,1319,129,586,86,2359,1897,462,48,12.2012550696997,2.59436764401279,1.1691925969988,4.1729010499885,618,926,776,586,1319,462,0.280399274047187,0.896059782608696,0.195845697329377,0.691082802547771,0.631369426751592
43,2523,1751,772,1594,929,2217,623,1470,1313,131,607,89,2395,1934,461,50,12.2373368866379,2.60224180591953,1.16884352808714,4.18096124613807,623,929,772,607,1313,461,0.281010374379793,0.893197278911565,0.192484342379958,0.6940150614348,0.631787554498613
44,2536,1767,769,1593,943,2236,643,1462,1302,132,609,84,2410,1948,462,46,12.2920730908881,2.60827152758841,1.16849511188871,4.18298515501956,643,943,769,609,1302,462,0.287567084078712,0.890560875512996,0.191701244813278,0.696766561514196,0.628154574132492
45,2547,1749,798,1607,940,2245,638,1461,1298,135,681,90,2429,2010,419,49,12.3018393727416,2.6139085469715,1.16826979782369,4.18303174535152,638,940,798,681,1298,419,0.284187082405345,0.888432580424367,0.172498970769864,0.686690223792697,0.630938358853553
46,2559,1753,806,1624,935,2256,632,1458,1294,136,695,87,2446,1980,466,42,12.2999504265049,2.6196399990476,1.16756270351028,4.18095968518853,632,935,806,695,1294,466,0.280141843971631,0.887517146776406,0.190515126737531,0.685033216100039,0.634622899570145
47,2570,1778,792,1636,934,2270,634,1457,1287,142,778,97,2461,1990,471,49,12.3580945776779,2.62683311393191,1.16801661124758,4.19966046978635,634,934,792,778,1287,471,0.279295154185022,0.883321894303363,0.191385615603413,0.691828793774319,0.636575875486381
48,2585,1825,760,1654,931,2281,627,1459,1288,142,731,96,2506,2039,467,50,12.4355291885608,2.63421793446843,1.1675878680944,4.19753544369779,627,931,760,731,1288,467,0.274879438842613,0.88279643591501,0.18635275339186,0.705996131528046,0.639845261121857
49,2597,1868,729,1674,923,2294,620,1457,1283,144,724,96,2553,2123,430,53,12.503032383659,2.64275541863599,1.16684037928222,4.19576055859357,620,923,729,724,1283,430,0.27027027027027,0.880576527110501,0.168429298864081,0.719291490180978,0.644589911436273
50,2607,1892,715,1693,914,2307,614,1454,1280,143,682,86,2598,2223,375,57,12.5584806487946,2.65252403711847,1.1656433113543,4.17555057159372,614,914,715,682,1280,375,0.266146510619853,0.880330123796424,0.144341801385681,0.725738396624473,0.649405446873801
51,2622,1907,715,1709,913,2326,617,1445,1269,144,685,92,2636,2243,393,61,12.6356681137675,2.66071221335576,1.16445319370815,4.1899117990977,617,913,715,685,1269,393,0.265262252794497,0.878200692041523,0.149089529590288,0.727307398932113,0.651792524790236
52,2631,1906,725,1730,901,2344,614,1443,1260,150,794,101,2648,2270,378,58,12.6821102089427,2.66701624317642,1.16520931620106,4.21526378175397,614,901,725,794,1260,378,0.261945392491468,0.873180873180873,0.142749244712991,0.724439376662866,0.657544659825162
53,2645,1928,717,1750,895,2359,609,1443,1260,149,754,99,2667,2277,390,54,12.7357638712001,2.6742101323603,1.16424277399451,4.21573079888494,609,895,717,754,1260,390,0.258160237388724,0.873180873180873,0.146231721034871,0.728922495274102,0.661625708884688
54,2650,1946,704,1764,886,2379,615,1441,1260,147,700,95,2706,2318,388,61,12.7962243463456,2.68271791279233,1.16283134781833,4.20979849403969,615,886,704,700,1260,388,0.258511979823455,0.874392782789729,0.143385070214338,0.734339622641509,0.665660377358491
55,2656,1975,681,1783,873,2396,613,1439,1253,151,743,93,2713,2343,370,65,12.8320619836555,2.69126079784085,1.1621677453171,4.22767580772886,613,873,681,743,1253,370,0.25584307178631,0.870743571924948,0.13638039071139,0.743599397590361,0.671310240963855
56,2670,1982,688,1799,871,2410,611,1434,1245,152,754,98,2748,2363,385,70,12.8856669891308,2.6994489490928,1.16166690671585,4.21284968834895,611,871,688,754,1245,385,0.253526970954357,0.868200836820084,0.140101892285298,0.742322097378277,0.67378277153558
57,2684,1968,716,1823,861,2415,592,1437,1244,154,804,97,2765,2413,352,68,12.9095170456214,2.70881391581329,1.16153580732059,4.21670843938954,592,861,716,804,1244,352,0.245134575569358,0.865692414752958,0.127305605786618,0.733233979135618,0.679210134128167
58,2696,2024,672,1853,843,2433,580,1434,1238,157,802,93,2772,2400,372,71,12.9434766285046,2.72075934847421,1.16168973210205,4.21271361980577,580,843,672,802,1238,372,0.238388820386354,0.863319386331939,0.134199134199134,0.750741839762611,0.687314540059347
59,2708,2036,672,1869,839,2449,580,1428,1227,161,862,102,2836,2477,359,74,12.9792029876262,2.73165855644125,1.16227747137116,4.2320772549073,580,839,672,862,1227,359,0.236831359738669,0.859243697478992,0.126586741889986,0.751846381093058,0.690177252584934
60,2723,2073,650,1897,826,2469,572,1426,1216,170,987,108,2890,2516,374,77,13.0271557526721,2.74372855072924,1.16370700142207,4.30308642002748,572,826,650,987,1216,374,0.23167274200081,0.85273492286115,0.129411764705882,0.761292691883952,0.696658097686375
61,2738,2109,629,1899,839,2488,589,1425,1214,168,915,104,2924,2518,406,76,13.053730447929,2.75512291807427,1.16355215460623,4.2790920720266,589,839,629,915,1214,406,0.236736334405145,0.851929824561404,0.138850889192886,0.77027027027027,0.693571950328707
62,2748,2133,615,1919,829,2506,587,1422,1205,173,981,108,2991,2606,385,78,13.0666606784564,2.76615981866259,1.16429837752432,4.30288772055702,587,829,615,981,1205,385,0.234237829209896,0.847398030942335,0.12871949180876,0.776200873362445,0.698326055312955
63,2760,2160,600,1932,828,2526,594,1417,1189,182,1116,114,3047,2651,396,86,13.0876441536446,2.77697726773036,1.16747152901079,4.29991475206777,594,828,600,1116,1189,396,0.235154394299287,0.83909668313338,0.129963898916967,0.782608695652174,0.7
64,2771,2188,583,1947,824,2535,588,1418,1192,179,1034,112,3079,2690,389,90,13.1106458266128,2.78707357276356,1.16818013909241,4.31155945215159,588,824,583,1034,1192,389,0.231952662721893,0.840620592383639,0.126339720688535,0.789606640202093,0.70263442800433
65,2781,2228,553,1968,813,2551,583,1416,1177,191,1210,125,3139,2731,408,89,13.1866148344197,2.7992268626148,1.17179027070083,4.32717550926018,583,813,553,1210,1177,408,0.228537828302626,0.831214689265537,0.129977699904428,0.801150665228335,0.707659115426106
66,2793,2247,546,1986,807,2573,587,1416,1183,184,1065,110,3193,2794,399,76,13.195921768389,2.8109543803566,1.17098389508214,4.31780930977933,587,807,546,1065,1183,399,0.228138359891178,0.83545197740113,0.124960851863451,0.804511278195489,0.711063372717508
67,2801,2275,526,2018,783,2590,572,1409,1173,185,1055,112,3233,2839,394,89,13.2376189472719,2.82400754945843,1.16949729515859,4.32059220602698,572,783,526,1055,1173,394,0.220849420849421,0.83250532292406,0.12186823383854,0.812209925026776,0.720456979650125
68,2809,2286,523,2048,761,2603,555,1412,1171,189,1116,115,3276,2869,407,90,13.2667576541473,2.83699031548402,1.16975424667413,4.33062890179191,555,761,523,1116,1171,407,0.213215520553208,0.829320113314448,0.124236874236874,0.813812744749021,0.729085083659665
69,2823,2289,534,2072,751,2617,545,1410,1165,191,1149,122,3299,2874,425,84,13.3238218720366,2.85369023605302,1.17040903639328,4.34154674634991,545,751,534,1149,1165,425,0.208253725640046,0.826241134751773,0.128826917247651,0.810839532412327,0.733970952887
70,2837,2335,502,2102,735,2642,540,1402,1145,200,1265,127,3321,2894,427,90,13.3538950454486,2.87219773963609,1.17477756083937,4.35295503529747,540,735,502,1265,1145,427,0.20439061317184,0.816690442225392,0.128575730201746,0.823052520267889,0.740923510750793
71,2856,2344,512,2119,737,2653,534,1403,1155,191,1094,120,3401,2982,419,99,13.3846585697423,2.88808789684342,1.17221517582222,4.33045132228314,534,737,512,1094,1155,419,0.201281568036185,0.823235923022095,0.123199059100265,0.820728291316527,0.741946778711485
72,2867,2361,506,2129,738,2670,541,1402,1145,200,1239,133,3409,2967,442,96,13.4107718916317,2.90267654342428,1.17350255887824,4.34680375007861,541,738,506,1239,1145,442,0.202621722846442,0.816690442225392,0.129656790847756,0.823508894314615,0.742588071154517
73,2879,2398,481,2145,734,2689,544,1400,1139,203,1256,130,3437,2986,451,96,13.4367691238365,2.91865258810521,1.17468017469941,4.37427035385627,544,734,481,1256,1139,451,0.202305689847527,0.813571428571429,0.131219086412569,0.832928100034734,0.745050364709969
74,2894,2384,510,2145,749,2708,563,1400,1140,202,1252,124,3476,3033,443,98,13.4783945535109,2.93128854869319,1.17438018229303,4.35885295899971,563,749,510,1252,1140,443,0.207902511078287,0.814285714285714,0.127445339470656,0.823773324118867,0.741188666205943
75,2907,2390,517,2162,745,2724,562,1398,1130,206,1318,129,3466,3067,399,109,13.5144998225573,2.94465987895517,1.17559365931241,4.3701039889252,562,745,517,1318,1130,399,0.206314243759178,0.80829756795422,0.115118291979227,0.822153422772618,0.743722050223598
76,2920,2427,493,2168,752,2731,563,1397,1125,206,1281,127,3492,3098,394,114,13.5405729467707,2.95573068092712,1.17534865545989,4.36746682901273,563,752,493,1281,1125,394,0.206151592823142,0.805297065139585,0.11282932416953,0.831164383561644,0.742465753424657
77,2930,2436,494,2179,751,2746,567,1396,1115,214,1416,139,3558,3179,379,103,13.5827476304903,2.96960091881638,1.17720383932551,4.39249264290099,567,751,494,1416,1115,379,0.206482155863074,0.798710601719198,0.106520517144463,0.831399317406143,0.743686006825939
78,2941,2449,492,2198,743,2766,568,1392,1110,213,1385,143,3590,3177,413,111,13.627054738672,2.98492801803272,1.17677202491364,4.39356453290217,568,743,492,1385,1110,413,0.205350686912509,0.797413793103448,0.115041782729805,0.832709962597756,0.747364841890513
79,2952,2485,467,2210,742,2779,569,1394,1105,218,1439,149,3632,3173,459,107,13.6703091918074,2.99738068296167,1.17782755401173,4.41508015346477,569,742,467,1439,1105,459,0.204749910039583,0.792682926829268,0.126376651982379,0.84180216802168,0.748644986449865
80,2961,2477,484,2232,729,2798,566,1391,1085,232,1699,159,3695,3239,456,113,13.7116282114149,3.01218302375543,1.18516800680147,4.46314784676223,566,729,484,1699,1085,456,0.20228734810579,0.780014378145219,0.1234100135318,0.836541708882134,0.753799392097264
81,2972,2509,463,2236,736,2814,578,1393,1088,227,1577,152,3715,3255,460,116,13.729979890466,3.02519630830411,1.18605583928459,4.4455383958694,578,736,463,1577,1088,460,0.205401563610519,0.781048097631012,0.123822341857335,0.84421265141319,0.75235531628533
82,2991,2525,466,2255,736,2833,578,1390,1079,227,1561,148,3767,3311,456,122,13.7724339574169,3.04002076044176,1.18688346448647,4.44226071595233,578,736,466,1561,1079,456,0.204024002823862,0.776258992805755,0.121051234404035,0.844199264460047,0.753928452022735
83,3005,2546,459,2274,731,2850,576,1391,1073,232,1630,153,3805,3334,471,109,13.8216499316958,3.05416767061195,1.18826959108516,4.46799784157358,576,731,459,1630,1073,471,0.202105263157895,0.771387491013659,0.123784494086728,0.847254575707155,0.756738768718802
84,3017,2581,436,2303,714,2872,569,1389,1068,232,1595,154,3836,3389,447,118,13.8724628892542,3.07107612780084,1.18886092785484,4.45692215445557,569,714,436,1595,1068,447,0.198119777158774,0.76889848812095,0.116527632950991,0.855485581703679,0.763341067285383
85,3029,2599,430,2316,713,2883,567,1388,1066,231,1559,149,3890,3427,463,119,13.9458679931096,3.08727601862206,1.18830258544472,4.45386101275519,567,713,430,1559,1066,463,0.196670135275754,0.768011527377522,0.119023136246787,0.858038956751403,0.764608781776164
86,3040,2598,442,2320,720,2899,579,1388,1058,236,1650,150,3895,3452,443,130,13.9759765405128,3.1017192169005,1.18895329022363,4.4730570417911,579,720,442,1650,1058,443,0.19972404277337,0.762247838616715,0.113735558408216,0.854605263157895,0.763157894736842
87,3047,2569,478,2314,733,2917,603,1386,1048,239,1733,163,3932,3448,484,121,14.0017062253281,3.11340776022684,1.1905864264221,4.47058946439349,603,733,478,1733,1048,484,0.206719232087761,0.756132756132756,0.123092573753815,0.84312438464063,0.759435510338037
88,3061,2603,458,2331,730,2930,599,1385,1039,241,1735,169,3948,3454,494,121,14.0643962353899,3.12724630747773,1.19201396667835,4.46689067560215,599,730,458,1735,1039,494,0.204436860068259,0.750180505415162,0.125126646403242,0.850375694217576,0.761515844495263
89,3073,2617,456,2344,729,2946,602,1381,1029,241,1721,171,3996,3503,493,116,14.0920411854753,3.14105763211478,1.1929135746053,4.48919307628496,602,729,456,1721,1029,493,0.204344874405974,0.745112237509051,0.123373373373373,0.851610803774813,0.762772534982102
90,3090,2626,464,2352,738,2965,613,1375,1012,246,1802,174,4047,3566,481,124,14.1163689294133,3.15549823829826,1.19453896506704,4.47919001223242,613,738,464,1802,1012,481,0.206745362563238,0.736,0.118853471707438,0.849838187702265,0.761165048543689
91,3100,2648,452,2358,742,2984,626,1374,1006,249,1834,177,4082,3584,498,124,14.1623435177624,3.16641367602977,1.19674881221958,4.51184685684725,626,742,452,1834,1006,498,0.209785522788204,0.73216885007278,0.121999020088192,0.854193548387097,0.760645161290323
92,3106,2679,427,2389,717,2998,609,1373,994,255,1911,187,4131,3610,521,115,14.2112787425977,3.17885894642856,1.20148830336006,4.51293425518791,609,717,427,1911,994,521,0.203135423615744,0.723962126729789,0.126119583635924,0.862524146812621,0.769156471345782
93,3122,2677,445,2408,714,3010,602,1373,985,261,2021,200,4185,3681,504,115,14.2531886987811,3.19270121266938,1.20665607979324,4.52192016068355,602,714,445,2021,985,504,0.2,0.717407137654771,0.120430107526882,0.857463164638052,0.771300448430493
94,3136,2707,429,2425,711,3027,602,1374,986,258,1937,201,4220,3731,489,134,14.2982639278085,3.20585758657446,1.20726706874283,4.49447104684848,602,711,429,1937,986,489,0.198876775685497,0.717612809315866,0.115876777251185,0.863201530612245,0.77327806122449
95,3150,2731,419,2440,710,3045,605,1374,978,261,1967,189,4298,3778,520,128,14.3752266730184,3.22059413448234,1.20794342813782,4.52388455978114,605,710,419,1967,978,520,0.198686371100164,0.7117903930131,0.120986505351326,0.866984126984127,0.774603174603175
96,3160,2749,411,2466,694,3059,593,1373,983,257,1877,183,4282,3818,464,136,14.4203737290363,3.23840018226157,1.20723717470029,4.50035278469521,593,694,411,1877,983,464,0.193854200719189,0.715950473415878,0.108360579168613,0.86993670886076,0.780379746835443
97,3175,2776,399,2491,684,3072,581,1372,974,259,1886,181,4328,3872,456,133,14.4601371488543,3.25638837840386,1.20852988217226,4.48305095178929,581,684,399,1886,974,456,0.189127604166667,0.709912536443149,0.105360443622921,0.874330708661417,0.784566929133858
98,3185,2761,424,2511,674,3084,573,1374,965,266,2027,189,4384,3931,453,148,14.5271153867012,3.27335729270995,1.21201679861137,4.50774759452479,573,674,424,2027,965,453,0.18579766536965,0.702328966521106,0.103330291970803,0.866875981161695,0.788383045525903
99,3200,2761,439,2512,688,3109,597,1369,948,274,2171,196,4367,3898,469,142,14.543477123512,3.28782312524814,1.21947651203804,4.55357857419166,597,688,439,2171,948,469,0.192023158571888,0.692476260043828,0.107396381955576,0.8628125,0.785
100,3212,2792,420,2526,686,3116,590,1372,953,268,2032,189,4408,3911,497,147,14.6059701928266,3.30394561332166,1.22070865869703,4.54067004368085,590,686,420,2032,953,497,0.189345314505777,0.694606413994169,0.112749546279492,0.869240348692404,0.786425902864259
101,3223,2764,459,2536,687,3127,591,1372,953,265,2006,185,4431,3945,486,148,14.6555332124879,3.319092301938,1.21862610423372,4.53912697701593,591,687,459,2006,953,486,0.188999040614007,0.694606413994169,0.109681787406906,0.857586099906919,0.786844554762643
102,3232,2755,477,2540,692,3143,603,1369,943,265,2015,191,4398,3865,533,145,14.6764621572683,3.33318700605731,1.22014105550877,4.54938775333406,603,692,477,2015,943,533,0.191854915685651,0.688823959094229,0.121191450659391,0.852413366336634,0.785891089108911
103,3240,2791,449,2560,680,3155,595,1372,942,262,1925,192,4437,3899,538,140,14.7442797157138,3.34845336151352,1.21903588143217,4.5458837394512,595,680,449,1925,942,538,0.188589540412044,0.686588921282799,0.121253098940726,0.86141975308642,0.790123456790123
104,3251,2827,424,2576,675,3180,604,1371,936,261,1871,191,4511,3972,539,142,14.7753320274207,3.36323411531175,1.21792119447984,4.55643099308475,604,675,424,1871,936,539,0.189937106918239,0.682713347921225,0.119485701618266,0.869578591202707,0.792371577976007
105,3268,2842,426,2584,684,3188,604,1376,937,260,1838,189,4582,4053,529,144,14.8303414456163,3.37670026463751,1.21683481039762,4.55442604905865,604,684,426,1838,937,529,0.189460476787955,0.680959302325581,0.115451767786993,0.869645042839657,0.790697674418605
106,3274,2835,439,2605,669,3200,595,1377,927,269,2007,199,4617,4096,521,137,14.8919545641536,3.3918590630349,1.22105504417102,4.58463668920068,595,669,439,2007,927,521,0.1859375,0.673202614379085,0.112843837990037,0.865913255956017,0.795662797800855
