"rent","distance","correlation"
"residential_rent","geometric_center",-0.632523513366999
"commercial_rent","geometric_center",-0.187379707182832
"residential_rent","residential_occupancy_centroid",-0.635932683706059
"commercial_rent","residential_occupancy_centroid",-0.193450327454183
"residential_rent","commercial_occupancy_centroid",-0.646987506114052
"commercial_rent","commercial_occupancy_centroid",-0.181730460991172
