tick,firm_id,origin_lot_id,sampled_count,sampled_vacant_count,chosen_lot_id,chosen_rent,best_sampled_vacant_lot_id,best_sampled_vacant_rent,best_global_vacant_lot_id,best_global_vacant_rent,cheaper_unsampled_vacant_count
0,1,,48,48,436,4.560478621798287,436,4.560478621798287,1251,4.502193762541029,33
0,2,,47,47,265,4.823413888535152,265,4.823413888535152,1251,4.502193762541029,166
0,3,,47,47,175,4.667499110676338,175,4.667499110676338,1251,4.502193762541029,85
0,4,,47,47,915,4.635065122460212,915,4.635065122460212,1251,4.502193762541029,66
0,5,,48,48,72,4.687999871998367,72,4.687999871998367,1251,4.502193762541029,93
0,6,,48,48,85,4.517764331925612,85,4.517764331925612,1251,4.502193762541029,6
0,7,,47,47,1522,4.631259122769064,1522,4.631259122769064,1251,4.502193762541029,62
0,8,,47,47,1313,4.538866358711914,1313,4.538866358711914,1251,4.502193762541029,20
0,9,,46,46,844,4.7069457355208115,844,4.7069457355208115,1251,4.502193762541029,105
0,10,,45,45,192,4.507339198328178,192,4.507339198328178,1251,4.502193762541029,3
0,11,,47,47,790,4.519785470098114,790,4.519785470098114,1251,4.502193762541029,9
0,12,,48,48,227,4.574262406168171,227,4.574262406168171,1251,4.502193762541029,41
0,13,,48,48,133,4.533073097096344,133,4.533073097096344,1251,4.502193762541029,16
0,14,,48,48,1180,4.517382753743133,1180,4.517382753743133,1251,4.502193762541029,5
0,15,,48,48,1173,4.549413345085043,1173,4.549413345085043,1251,4.502193762541029,28
0,16,,46,46,1414,4.504308772020636,1414,4.504308772020636,1251,4.502193762541029,2
0,17,,48,48,47,4.572683052140254,47,4.572683052140254,1251,4.502193762541029,40
0,18,,48,48,1044,4.539452413160927,1044,4.539452413160927,1251,4.502193762541029,21
0,19,,47,47,881,4.592524985944337,881,4.592524985944337,1251,4.502193762541029,51
0,20,,48,48,790,4.519785470098114,790,4.519785470098114,1251,4.502193762541029,9
0,21,,48,48,382,4.562788464034677,382,4.562788464034677,1251,4.502193762541029,34
0,22,,48,48,492,4.576962490264496,492,4.576962490264496,1251,4.502193762541029,42
0,23,,47,47,1225,4.639675269358071,1225,4.639675269358071,1251,4.502193762541029,68
0,24,,47,47,790,4.519785470098114,790,4.519785470098114,1251,4.502193762541029,9
0,25,,48,48,1585,4.563920705104102,1585,4.563920705104102,1251,4.502193762541029,35
0,26,,48,48,896,4.544915554338817,896,4.544915554338817,1251,4.502193762541029,26
0,27,,48,48,1443,4.513872020597543,1443,4.513872020597543,1251,4.502193762541029,4
0,28,,47,47,825,4.543193670605671,825,4.543193670605671,1251,4.502193762541029,25
0,29,,47,47,1039,4.647366920103284,1039,4.647366920103284,1251,4.502193762541029,73
0,30,,48,48,891,4.556562639617765,891,4.556562639617765,1251,4.502193762541029,32
0,31,,48,48,536,4.738597036427895,536,4.738597036427895,1251,4.502193762541029,118
0,32,,48,48,1576,4.51838420368981,1576,4.51838420368981,1251,4.502193762541029,8
0,33,,48,48,1044,4.539452413160927,1044,4.539452413160927,1251,4.502193762541029,21
0,34,,48,48,1306,4.540814814486484,1306,4.540814814486484,1251,4.502193762541029,22
0,35,,48,48,1500,4.581105840435952,1500,4.581105840435952,1251,4.502193762541029,47
0,36,,47,47,1000,4.632229485883235,1000,4.632229485883235,1251,4.502193762541029,65
0,37,,47,47,1389,4.682255923311509,1389,4.682255923311509,1251,4.502193762541029,87
0,38,,47,47,941,4.700294548137001,941,4.700294548137001,1251,4.502193762541029,100
0,39,,48,48,47,4.572683052140254,47,4.572683052140254,1251,4.502193762541029,40
0,40,,48,48,193,4.648048362912002,193,4.648048362912002,1251,4.502193762541029,74
0,41,,47,47,467,4.520460655141266,467,4.520460655141266,1251,4.502193762541029,10
0,42,,48,48,1313,4.538866358711914,1313,4.538866358711914,1251,4.502193762541029,20
0,43,,47,47,133,4.533073097096344,133,4.533073097096344,1251,4.502193762541029,16
0,44,,48,48,726,4.579730279600669,726,4.579730279600669,1251,4.502193762541029,46
0,45,,47,47,726,4.579730279600669,726,4.579730279600669,1251,4.502193762541029,46
0,46,,45,45,227,4.574262406168171,227,4.574262406168171,1251,4.502193762541029,41
0,47,,45,45,881,4.592524985944337,881,4.592524985944337,1251,4.502193762541029,51
0,48,,47,47,1009,4.53350242831113,1009,4.53350242831113,1251,4.502193762541029,17
0,49,,48,48,1071,4.5643467455072475,1071,4.5643467455072475,1251,4.502193762541029,36
0,50,,48,48,81,4.522517313093976,81,4.522517313093976,1251,4.502193762541029,11
0,51,,48,48,941,4.700294548137001,941,4.700294548137001,1251,4.502193762541029,100
0,52,,48,48,1251,4.502193762541029,1251,4.502193762541029,1251,4.502193762541029,0
0,53,,47,47,1505,4.585694352323436,1505,4.585694352323436,1251,4.502193762541029,48
0,54,,48,48,47,4.572683052140254,47,4.572683052140254,1251,4.502193762541029,40
0,55,,47,47,1313,4.538866358711914,1313,4.538866358711914,1251,4.502193762541029,20
0,56,,48,48,1576,4.51838420368981,1576,4.51838420368981,1251,4.502193762541029,8
0,57,,48,48,825,4.543193670605671,825,4.543193670605671,1251,4.502193762541029,25
0,58,,47,47,1576,4.51838420368981,1576,4.51838420368981,1251,4.502193762541029,8
0,59,,48,48,1180,4.517382753743133,1180,4.517382753743133,1251,4.502193762541029,5
0,60,,47,47,1000,4.632229485883235,1000,4.632229485883235,1251,4.502193762541029,65
0,61,,47,47,96,4.5503364893078615,96,4.5503364893078615,1251,4.502193762541029,29
0,62,,48,48,988,4.55495799613159,988,4.55495799613159,1251,4.502193762541029,31
0,63,,48,48,1313,4.538866358711914,1313,4.538866358711914,1251,4.502193762541029,20
0,64,,48,48,1414,4.504308772020636,1414,4.504308772020636,1251,4.502193762541029,2
0,65,,47,47,1180,4.517382753743133,1180,4.517382753743133,1251,4.502193762541029,5
0,66,,48,48,1009,4.53350242831113,1009,4.53350242831113,1251,4.502193762541029,17
0,67,,45,45,1319,4.566149577880342,1319,4.566149577880342,1251,4.502193762541029,37
0,68,,47,47,247,4.523941562811821,247,4.523941562811821,1251,4.502193762541029,12
0,69,,48,48,631,4.503169003090846,631,4.503169003090846,1251,4.502193762541029,1
0,70,,48,48,1442,4.620952786586364,1442,4.620952786586364,1251,4.502193762541029,58
0,71,,48,48,1306,4.540814814486484,1306,4.540814814486484,1251,4.502193762541029,22
0,72,,48,48,844,4.7069457355208115,844,4.7069457355208115,1251,4.502193762541029,105
0,73,,46,46,1180,4.517382753743133,1180,4.517382753743133,1251,4.502193762541029,5
0,74,,47,47,1222,4.586332358094243,1222,4.586332358094243,1251,4.502193762541029,49
0,75,,47,47,753,4.541972735609447,753,4.541972735609447,1251,4.502193762541029,24
0,76,,48,48,988,4.55495799613159,988,4.55495799613159,1251,4.502193762541029,31
0,77,,47,47,1414,4.504308772020636,1414,4.504308772020636,1251,4.502193762541029,2
0,78,,47,47,1180,4.517382753743133,1180,4.517382753743133,1251,4.502193762541029,5
0,79,,46,46,382,4.562788464034677,382,4.562788464034677,1251,4.502193762541029,34
0,80,,46,46,727,4.5778487947947815,727,4.5778487947947815,1251,4.502193762541029,43
0,81,,47,47,1443,4.513872020597543,1443,4.513872020597543,1251,4.502193762541029,4
0,82,,48,48,406,4.567924831724093,406,4.567924831724093,1251,4.502193762541029,38
0,83,,46,46,330,4.597608263071907,330,4.597608263071907,1251,4.502193762541029,53
0,84,,46,46,1576,4.51838420368981,1576,4.51838420368981,1251,4.502193762541029,8
0,85,,47,47,465,4.571279142024398,465,4.571279142024398,1251,4.502193762541029,39
0,86,,48,48,1418,4.652855632082829,1418,4.652855632082829,1251,4.502193762541029,77
0,87,,48,48,1576,4.51838420368981,1576,4.51838420368981,1251,4.502193762541029,8
0,88,,48,48,85,4.517764331925612,85,4.517764331925612,1251,4.502193762541029,6
0,89,,48,48,727,4.5778487947947815,727,4.5778487947947815,1251,4.502193762541029,43
0,90,,48,48,192,4.507339198328178,192,4.507339198328178,1251,4.502193762541029,3
0,91,,48,48,81,4.522517313093976,81,4.522517313093976,1251,4.502193762541029,11
0,92,,47,47,1306,4.540814814486484,1306,4.540814814486484,1251,4.502193762541029,22
0,93,,48,48,227,4.574262406168171,227,4.574262406168171,1251,4.502193762541029,41
0,94,,48,48,538,4.761534371789288,538,4.761534371789288,1251,4.502193762541029,131
0,95,,44,44,1180,4.517382753743133,1180,4.517382753743133,1251,4.502193762541029,5
0,96,,48,48,330,4.597608263071907,330,4.597608263071907,1251,4.502193762541029,53
0,97,,45,45,1319,4.566149577880342,1319,4.566149577880342,1251,4.502193762541029,37
0,98,,48,48,1576,4.51838420368981,1576,4.51838420368981,1251,4.502193762541029,8
0,99,,47,47,330,4.597608263071907,330,4.597608263071907,1251,4.502193762541029,53
0,100,,47,47,1443,4.513872020597543,1443,4.513872020597543,1251,4.502193762541029,4
0,101,,48,48,1044,4.539452413160927,1044,4.539452413160927,1251,4.502193762541029,21
0,102,,47,47,192,4.507339198328178,192,4.507339198328178,1251,4.502193762541029,3
0,103,,47,47,769,4.540856991758534,769,4.540856991758534,1251,4.502193762541029,23
0,104,,48,48,1306,4.540814814486484,1306,4.540814814486484,1251,4.502193762541029,22
0,105,,47,47,247,4.523941562811821,247,4.523941562811821,1251,4.502193762541029,12
