"distance_bin","residential_rent","commercial_rent","occupied_residential","occupied_commercial","residential_vacancy_rate","commercial_vacancy_rate","n_lots"
0,7.24621094449079,1.74527266644354,2.34210526315789,1.78947368421053,0.181140350877193,0.0482456140350877,40
5,7.04521084386218,1.91966097331462,2.578125,1.75,0.167261904761905,0.046484375,140
10,6.86049438802226,1.94935100312794,2.4,1.54634146341463,0.19534262485482,0.0796747967479675,240
15,6.35537643449347,1.93434049208615,2.57597173144876,1.24734982332155,0.167112569409389,0.163722025912839,340
20,5.32262775478874,2.21571325609673,2.77911646586345,0.811244979919679,0.158223369669153,0.390896921017403,360
25,4.36463719051123,1.49329647298173,2.70056497175141,0.508474576271186,0.114595103578154,0.602636534839925,260
30,2.3395743240041,1.04563219830563,2.225,0.141666666666667,0.1875,0.895833333333333,160
35,1.24804904714011,1,1.70212765957447,0.0851063829787234,0.35531914893617,0.946808510638298,60
